Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B67067|Peterborough Victoria Northumberland and Clarington CDSB|841498|St. Paul C Elem S|Elementary|Catholic|English|295
B67067|Peterborough Victoria Northumberland and Clarington CDSB|842893|St. Paul C Elem S|Elementary|Catholic|English|190
B67067|Peterborough Victoria Northumberland and Clarington CDSB|843024|St. Paul C Elem S|Elementary|Catholic|English|380
B67067|Peterborough Victoria Northumberland and Clarington CDSB|845361|St. Peter Catholic SS|Secondary|Catholic|English|1090
B67067|Peterborough Victoria Northumberland and Clarington CDSB|851116|St. Stephen Catholic SS|Secondary|Catholic|English|1135
B67067|Peterborough Victoria Northumberland and Clarington CDSB|851477|St. Teresa C Elem S|Elementary|Catholic|English|300
B67067|Peterborough Victoria Northumberland and Clarington CDSB|855006|St. Thomas Aquinas Catholic SS|Secondary|Catholic|English|280
B28029|Rainbow DSB|185930|A B Ellis PS|Elementary|Public|English|285
B28029|Rainbow DSB|002283|Adamsdale PS|Elementary|Public|English|180
B28029|Rainbow DSB|911609|Adult Day School|Secondary|Public|English|50
B28029|Rainbow DSB|009563|Alexander PS|Elementary|Public|English|300
B28029|Rainbow DSB|011550|Algonquin Road PS|Elementary|Public|English|320
B28029|Rainbow DSB|011525|Alternative Program E S|Elementary|Public|English|10
B28029|Rainbow DSB|026590|Assiginack PS|Elementary|Public|English|120
B28029|Rainbow DSB|941542|Barrydowne College Senior|Secondary|Public|English|185
B28029|Rainbow DSB|073393|C R Judd PS|Elementary|Public|English|160
B28029|Rainbow DSB|084310|Carl A Nesbitt PS|Elementary|Public|English|225
B28029|Rainbow DSB|085618|Central Manitoulin PS|Elementary|Public|English|195
B28029|Rainbow DSB|101478|Charles C McLean PS|Elementary|Public|English|145
B28029|Rainbow DSB|105635|Chelmsford PS|Elementary|Public|English|265
B28029|Rainbow DSB|901121|Chelmsford Valley District Comp S|Secondary|Public|English|180
B28029|Rainbow DSB|105627|Chelmsford Valley District S|Elementary|Public|English|60
B28029|Rainbow DSB|107719|Churchill PS|Elementary|Public|English|470
B28029|Rainbow DSB|494578|Confederation|Elementary|Public|English|105
B28029|Rainbow DSB|895237|Confederation SS|Secondary|Public|English|460
B28029|Rainbow DSB|122920|Copper Cliff PS|Elementary|Public|English|195
B28029|Rainbow DSB|131008|Cyril Varney PS|Elementary|Public|English|265
B28029|Rainbow DSB|004502|Ernie Checkeris PS|Elementary|Public|English|135
B28029|Rainbow DSB|909319|Espanola HS|Secondary|Public|English|430
B28029|Rainbow DSB|672785|Jean Hanson Public School|Elementary|Public|English|65
B28029|Rainbow DSB|308439|Lansdowne PS|Elementary|Public|English|235
B28029|Rainbow DSB|145807|Larchwood PS|Elementary|Public|English|95
B28029|Rainbow DSB|920622|Lasalle SS|Secondary|Public|English|640
B28029|Rainbow DSB|311944|Levack PS|Elementary|Public|English|135
B28029|Rainbow DSB|314676|Little Current PS|Elementary|Public|English|320
B28029|Rainbow DSB|923354|Lively DSS|Secondary|Public|English|265
B28029|Rainbow DSB|116646|Lively District E S|Elementary|Public|English|125
B28029|Rainbow DSB|053221|Lo-Ellen Park E S|Elementary|Public|English|125
B28029|Rainbow DSB|923486|Lo-Ellen Park SS|Secondary|Public|English|800
B28029|Rainbow DSB|923613|Lockerby Comp S|Secondary|Public|English|520
B28029|Rainbow DSB|026336|M W Moore PS|Elementary|Public|English|<10
B28029|Rainbow DSB|328197|MacLeod PS|Elementary|Public|English|630
B28029|Rainbow DSB|924679|Manitoulin SS|Secondary|Public|English|435
B28029|Rainbow DSB|237582|Markstay PS|Elementary|Public|English|135
B28029|Rainbow DSB|125261|Monetville PS|Elementary|Public|English|50
B28029|Rainbow DSB|902935|N'Swakamok Native Alternative School|Secondary|Public|English|35
B28029|Rainbow DSB|410918|Northeastern E S|Elementary|Public|English|525
B28029|Rainbow DSB|456632|Princess Anne PS|Elementary|Public|English|470
B28029|Rainbow DSB|464309|Queen Elizabeth II PS|Elementary|Public|English|180
B28029|Rainbow DSB|468070|R L Beattie PS|Elementary|Public|English|625
B28029|Rainbow DSB|136964|R. H. Murray PS|Elementary|Public|English|105
B28029|Rainbow DSB|479403|Redwood Acres PS|Elementary|Public|English|300
B28029|Rainbow DSB|496154|S Geiger PS|Elementary|Public|English|125
B28029|Rainbow DSB|941298|Sudbury SS|Secondary|Public|English|530
B28029|Rainbow DSB|569992|Valley View PS|Elementary|Public|English|595
B28029|Rainbow DSB|314935|Walden PS|Elementary|Public|English|480
B28029|Rainbow DSB|602558|Westmount Avenue PS|Elementary|Public|English|100
B28053|Rainy River DSB|892939|Atikokan HS|Secondary|Public|English|125
B28053|Rainy River DSB|343404|Atikokan HS E|Elementary|Public|English|45
B28053|Rainy River DSB|097209|Crossroads E PS|Elementary|Public|English|145
B28053|Rainy River DSB|141518|Donald Young PS|Elementary|Public|English|270
B28053|Rainy River DSB|910872|Fort Frances HS|Secondary|Public|English|655
B28053|Rainy River DSB|596092|Fort Frances High Intermediate|Elementary|Public|English|100
B28053|Rainy River DSB|280747|J W Walker PS|Elementary|Public|English|245
B28053|Rainy River DSB|350818|McCrosson-Tovell PS|Elementary|Public|English|35
B28053|Rainy River DSB|366285|Mine Centre PS|Elementary|Public|English|60
B28053|Rainy River DSB|383058|Nestor Falls PS|Elementary|Public|English|15
B28053|Rainy River DSB|500445|North Star Community S|Elementary|Public|English|155
B28053|Rainy River DSB|937657|Rainy River HS|Secondary|Public|English|145
B28053|Rainy River DSB|009954|Riverview E S|Elementary|Public|English|125
B28053|Rainy River DSB|487830|Robert Moore PS|Elementary|Public|English|440
B28053|Rainy River DSB|540005|Sturgeon Creek S|Elementary|Public|English|105
B67199|Renfrew County CDSB|689939|Bishop Smith Catholic HS|Secondary|Catholic|English|650
B67199|Renfrew County CDSB|689343|Bishop Smith Sep S|Elementary|Catholic|English|150
B67199|Renfrew County CDSB|695211|Cathedral Catholic S|Elementary|Catholic|English|120
B67199|Renfrew County CDSB|752410|George Vanier Sep S|Elementary|Catholic|English|50
B67199|Renfrew County CDSB|717185|Holy Name Sep S|Elementary|Catholic|English|130
B67199|Renfrew County CDSB|742147|Our Lady of Fatima Sep S|Elementary|Catholic|English|275
B67199|Renfrew County CDSB|744654|Our Lady of Grace Sep S|Elementary|Catholic|English|65
B67199|Renfrew County CDSB|745910|Our Lady of Lourdes Sep S|Elementary|Catholic|English|345
B67199|Renfrew County CDSB|748129|Our Lady of Sorrows Sep S|Elementary|Catholic|English|300
B67199|Renfrew County CDSB|769185|St Andrew's Sep S|Elementary|Catholic|English|130
B67199|Renfrew County CDSB|774251|St Anthony's Sep S|Elementary|Catholic|English|130
B67199|Renfrew County CDSB|753580|St Francis of Assisi Catholic S|Elementary|Catholic|English|315
B67199|Renfrew County CDSB|798568|St James Sep S|Elementary|Catholic|English|110
B67199|Renfrew County CDSB|802980|St John Bosco Sep S|Elementary|Catholic|English|170
B67199|Renfrew County CDSB|814962|St Joseph's HS|Secondary|Catholic|English|480
B67199|Renfrew County CDSB|806234|St Joseph's Sep S|Elementary|Catholic|English|400
B67199|Renfrew County CDSB|806382|St Joseph's Sep S|Elementary|Catholic|English|40
B67199|Renfrew County CDSB|829501|St Mary's Our Lady of Good Counsel Sep S|Elementary|Catholic|English|250
B67199|Renfrew County CDSB|835226|St Michael's Sep S|Elementary|Catholic|English|135
B67199|Renfrew County CDSB|856410|St Thomas the Apostle Sep S|Elementary|Catholic|English|260
B67199|Renfrew County CDSB|724076|St. John XXIII Sep S|Elementary|Catholic|English|290
B67199|Renfrew County CDSB|854186|St. Joseph's Sep S|Elementary|Catholic|English|70
B66214|Renfrew County DSB|018830|A J Charbonneau E PS|Elementary|Public|English|225
B66214|Renfrew County DSB|002305|Admaston Township PS|Elementary|Public|English|105
B66214|Renfrew County DSB|892416|Arnprior DHS|Secondary|Public|English|585
B66214|Renfrew County DSB|037648|Beachburg PS|Elementary|Public|English|200
B66214|Renfrew County DSB|093157|Central PS|Elementary|Public|English|210
B66214|Renfrew County DSB|100757|Champlain Discovery PS|Elementary|Public|English|435
B66214|Renfrew County DSB|113956|Cobden District PS|Elementary|Public|English|335
B66214|Renfrew County DSB|167380|Eganville & District PS|Elementary|Public|English|385
B66214|Renfrew County DSB|925365|Fellowes HS|Secondary|Public|English|710
B66214|Renfrew County DSB|253472|Herman Street PS|Elementary|Public|English|365
B66214|Renfrew County DSB|256307|Highview PS|Elementary|Public|English|430
B66214|Renfrew County DSB|291790|Killaloe PS|Elementary|Public|English|110
B66214|Renfrew County DSB|291404|Mackenzie Community School - Elementary S|Elementary|Public|English|385
B66214|Renfrew County DSB|904767|Mackenzie Community School - Secondary S|Secondary|Public|English|275
B66214|Renfrew County DSB|924431|Madawaska Valley DHS|Secondary|Public|English|360
B66214|Renfrew County DSB|355224|McNab PS|Elementary|Public|English|240
B66214|Renfrew County DSB|932434|Opeongo HS|Secondary|Public|English|395
B66214|Renfrew County DSB|469114|Palmer Rapids PS|Elementary|Public|English|110
B66214|Renfrew County DSB|444677|Pine View PS|Elementary|Public|English|165
B66214|Renfrew County DSB|462489|Queen Elizabeth PS|Elementary|Public|English|230
B66214|Renfrew County DSB|937916|Renfrew CI|Secondary|Public|English|345
B66214|Renfrew County DSB|193735|Renfrew Collegiate Intermediate S|Elementary|Public|English|135
B66214|Renfrew County DSB|937983|Renfrew County Adult Day S|Secondary|Public|English|100
B66214|Renfrew County DSB|011770|Rockwood PS|Elementary|Public|English|420
B66214|Renfrew County DSB|032700|Sherwood PS|Elementary|Public|English|80
B66214|Renfrew County DSB|123885|Valour JK to 12 School - Elementary S|Elementary|Public|English|850
B66214|Renfrew County DSB|902747|Valour JK to 12 School - Secondary S|Secondary|Public|English|410
B66214|Renfrew County DSB|090557|Walter Zadow PS|Elementary|Public|English|485
B66214|Renfrew County DSB|605492|Whitney PS|Elementary|Public|English|30
B66109|Simcoe County DSB|002933|Adjala Central PS|Elementary|Public|English|240
B66109|Simcoe County DSB|003131|Admiral Collingwood E S|Elementary|Public|English|525
B66109|Simcoe County DSB|277495|Alcona Glen E S|Elementary|Public|English|700
B66109|Simcoe County DSB|011584|Algonquin Ridge E S|Elementary|Public|English|520
B66109|Simcoe County DSB|012971|Allandale Heights PS|Elementary|Public|English|320
B66109|Simcoe County DSB|186666|Alliston Union PS|Elementary|Public|English|625
B66109|Simcoe County DSB|305731|Andrew Hunter E S|Elementary|Public|English|370
B66109|Simcoe County DSB|186236|Angus Morrison E S|Elementary|Public|English|700
B66109|Simcoe County DSB|505808|Ardagh Bluffs PS|Elementary|Public|English|640
B66109|Simcoe County DSB|314617|Assikinack PS|Elementary|Public|English|315
B66109|Simcoe County DSB|893064|Banting Memorial DHS|Secondary|Public|English|1420
B66109|Simcoe County DSB|893323|Barrie North CI|Secondary|Public|English|1140
B66109|Simcoe County DSB|034762|Baxter Central PS|Elementary|Public|English|275
B66109|Simcoe County DSB|037125|Bayview PS|Elementary|Public|English|340
B66109|Simcoe County DSB|894060|Bear Creek SS|Secondary|Public|English|1590
B66109|Simcoe County DSB|032298|Birchview Dunes E S|Elementary|Public|English|710
B66109|Simcoe County DSB|028130|Boyne River PS|Elementary|Public|English|585
B66109|Simcoe County DSB|895792|Bradford DHS|Secondary|Public|English|1150
B66109|Simcoe County DSB|060445|Brechin PS|Elementary|Public|English|180
B66109|Simcoe County DSB|071960|Byng PS|Elementary|Public|English|180
B66109|Simcoe County DSB|080268|Cameron Street PS|Elementary|Public|English|515
B66109|Simcoe County DSB|456756|Chris Hadfield PS|Elementary|Public|English|805
B66109|Simcoe County DSB|111465|Clearview Meadows E S|Elementary|Public|English|215
B66109|Simcoe County DSB|114472|Codrington PS|Elementary|Public|English|290
B66109|Simcoe County DSB|116815|Coldwater PS|Elementary|Public|English|440
B66109|Simcoe County DSB|902551|Collingwood CI|Secondary|Public|English|1425
B66109|Simcoe County DSB|383708|Connaught PS|Elementary|Public|English|225
B66109|Simcoe County DSB|185973|Cookstown Central PS|Elementary|Public|English|580
B66109|Simcoe County DSB|125482|Couchiching Heights PS|Elementary|Public|English|280
B66109|Simcoe County DSB|130893|Cundles Heights PS|Elementary|Public|English|325
B66109|Simcoe County DSB|160172|East Oro PS|Elementary|Public|English|260
B66109|Simcoe County DSB|907383|Eastview SS|Secondary|Public|English|1395
B66109|Simcoe County DSB|908274|Elmvale DHS|Secondary|Public|English|405
B66109|Simcoe County DSB|181323|Emma King E S|Elementary|Public|English|360
B66109|Simcoe County DSB|181757|Ernest Cumberland E S|Elementary|Public|English|565
B66109|Simcoe County DSB|195812|Ferndale Woods E S|Elementary|Public|English|630
B66109|Simcoe County DSB|384550|Fieldcrest E S|Elementary|Public|English|860
B66109|Simcoe County DSB|201464|Forest Hill PS|Elementary|Public|English|640
B66109|Simcoe County DSB|073065|Fred C Cook PS|Elementary|Public|English|480
B66109|Simcoe County DSB|928151|Georgian Bay District SS|Secondary|Public|English|790
B66109|Simcoe County DSB|221740|Goodfellow PS|Elementary|Public|English|590
B66109|Simcoe County DSB|233480|Guthrie PS|Elementary|Public|English|480
B66109|Simcoe County DSB|244996|Harriett Todd PS|Elementary|Public|English|550
B66109|Simcoe County DSB|485183|Hewitt's Creek Public School|Elementary|Public|English|680
B66109|Simcoe County DSB|257346|Hillcrest PS|Elementary|Public|English|530
B66109|Simcoe County DSB|595047|Hillsdale E S|Elementary|Public|English|235
B66109|Simcoe County DSB|263079|Holly Meadows E S|Elementary|Public|English|620
B66109|Simcoe County DSB|595861|Hon Earl Rowe PS|Elementary|Public|English|185
B66109|Simcoe County DSB|273988|Huron Park PS|Elementary|Public|English|390
B66109|Simcoe County DSB|274542|Huronia Centennial PS|Elementary|Public|English|545
B66109|Simcoe County DSB|225946|Hyde Park PS|Elementary|Public|English|620
B66109|Simcoe County DSB|918253|Innisdale SS|Secondary|Public|English|1665
B66109|Simcoe County DSB|275670|Innisfil Central PS|Elementary|Public|English|210
B66109|Simcoe County DSB|124761|James Keating PS|Elementary|Public|English|260
B66109|Simcoe County DSB|285684|Johnson Street PS|Elementary|Public|English|230
B66109|Simcoe County DSB|311251|Killarney Beach PS|Elementary|Public|English|305
B66109|Simcoe County DSB|034808|Lake Simcoe PS|Elementary|Public|English|480
B66109|Simcoe County DSB|087934|Lions Oval Public School|Elementary|Public|English|440
B66109|Simcoe County DSB|334820|Maple Grove PS|Elementary|Public|English|485
B66109|Simcoe County DSB|336289|Mapleview Heights E S|Elementary|Public|English|590
B66109|Simcoe County DSB|337862|Marchmont PS|Elementary|Public|English|350
B66109|Simcoe County DSB|366544|Minesing Central PS|Elementary|Public|English|490
B66109|Simcoe County DSB|378089|Mountain View PS|Elementary|Public|English|375
B66109|Simcoe County DSB|466951|Mundy's Bay E PS|Elementary|Public|English|560
B66109|Simcoe County DSB|927724|Nantyr Shores SS|Secondary|Public|English|1210
B66109|Simcoe County DSB|384259|New Lowell Central PS|Elementary|Public|English|255
B66109|Simcoe County DSB|412430|Nottawa E S|Elementary|Public|English|290
B66109|Simcoe County DSB|902636|Nottawasaga Pines SS|Secondary|Public|English|720
B66109|Simcoe County DSB|412570|Nottawasaga and Creemore PS|Elementary|Public|English|215
B66109|Simcoe County DSB|414123|Oakley Park PS|Elementary|Public|English|350
B66109|Simcoe County DSB|419346|Orchard Park E S|Elementary|Public|English|470
B66109|Simcoe County DSB|968729|Orillia SS|Secondary|Public|English|1115
B66109|Simcoe County DSB|122092|Pine River Elementary S|Elementary|Public|English|330
B66109|Simcoe County DSB|451649|Portage View PS|Elementary|Public|English|600
B66109|Simcoe County DSB|472360|Rama Central PS|Elementary|Public|English|210
B66109|Simcoe County DSB|480037|Regent Park PS|Elementary|Public|English|500
B66109|Simcoe County DSB|636037|Severn Shores PS|Elementary|Public|English|395
B66109|Simcoe County DSB|507946|Shanty Bay PS|Elementary|Public|English|135
B66109|Simcoe County DSB|917231|Simcoe Shores SS|Secondary|Public|English|590
B66109|Simcoe County DSB|595993|Sir William Osler PS|Elementary|Public|English|135
B66109|Simcoe County DSB|945196|Stayner CI|Secondary|Public|English|290
B66109|Simcoe County DSB|110418|Stayner Collegiate Institute 7-8|Elementary|Public|English|110
B66109|Simcoe County DSB|535281|Steele Street PS|Elementary|Public|English|330
B66109|Simcoe County DSB|543438|Sunnybrae PS|Elementary|Public|English|385
B66109|Simcoe County DSB|574287|Tay Shores PS|Elementary|Public|English|535
B66109|Simcoe County DSB|040509|Tecumseth Beeton E S|Elementary|Public|English|315
B66109|Simcoe County DSB|521248|Tecumseth South Central PS|Elementary|Public|English|165
B66109|Simcoe County DSB|551090|Terry Fox E S|Elementary|Public|English|545
B66109|Simcoe County DSB|557897|Tosorontio Central PS|Elementary|Public|English|380
B66109|Simcoe County DSB|559075|Tottenham PS|Elementary|Public|English|440
B66109|Simcoe County DSB|547123|Trillium Woods E PS|Elementary|Public|English|530
B66109|Simcoe County DSB|948870|Twin Lakes SS|Secondary|Public|English|790
B66109|Simcoe County DSB|337030|Uptergrove PS|Elementary|Public|English|290
B66109|Simcoe County DSB|579190|W. C. Little E S|Elementary|Public|English|610
B66109|Simcoe County DSB|585599|W. H. Day E S|Elementary|Public|English|765
B66109|Simcoe County DSB|580520|W. R. Best Memorial PS|Elementary|Public|English|395
B66109|Simcoe County DSB|357316|Warminster E S|Elementary|Public|English|230
B66109|Simcoe County DSB|586846|Warnica PS|Elementary|Public|English|350
B66109|Simcoe County DSB|594970|West Bayfield E S|Elementary|Public|English|565
B66109|Simcoe County DSB|612405|Willow Landing E S|Elementary|Public|English|600
B66109|Simcoe County DSB|429619|Worsley E S|Elementary|Public|English|615
B66109|Simcoe County DSB|622028|Wyevale Central PS|Elementary|Public|English|280
B67091|Simcoe Muskoka CDSB|693634|Canadian Martyrs Catholic S|Elementary|Catholic|English|225
B67091|Simcoe Muskoka CDSB|706930|Father F X O'Reilly S|Elementary|Catholic|English|500
B67091|Simcoe Muskoka CDSB|729663|Foley Catholic S|Elementary|Catholic|English|55
B67091|Simcoe Muskoka CDSB|720518|Holy Cross Catholic S|Elementary|Catholic|English|580
B67091|Simcoe Muskoka CDSB|716413|Holy Family S|Elementary|Catholic|English|480
B67091|Simcoe Muskoka CDSB|711098|Holy Trinity HS|Secondary|Catholic|English|715
B67091|Simcoe Muskoka CDSB|723630|Jean Vanier Catholic HS|Secondary|Catholic|English|495
B67091|Simcoe Muskoka CDSB|732303|Monsignor Castex Sep S|Elementary|Catholic|English|220
B67091|Simcoe Muskoka CDSB|732311|Monsignor Clair Sep S|Elementary|Catholic|English|235
B67091|Simcoe Muskoka CDSB|733563|Monsignor J E Ronan Catholic S|Elementary|Catholic|English|395
B67091|Simcoe Muskoka CDSB|732354|Monsignor Lee Sep S|Elementary|Catholic|English|360
B67091|Simcoe Muskoka CDSB|733520|Monsignor Michael O'Leary S|Elementary|Catholic|English|330
B67091|Simcoe Muskoka CDSB|737372|Notre Dame Catholic S|Elementary|Catholic|English|520
B67091|Simcoe Muskoka CDSB|744611|Our Lady of Grace S|Elementary|Catholic|English|695
B67091|Simcoe Muskoka CDSB|745391|Our Lady of Lourdes Sep S|Elementary|Catholic|English|220
B67091|Simcoe Muskoka CDSB|751103|Patrick Fogarty SS|Secondary|Catholic|English|770
B67091|Simcoe Muskoka CDSB|756962|Sacred Heart S|Elementary|Catholic|English|190
B67091|Simcoe Muskoka CDSB|808007|Saint Gabriel the Archangel CS|Elementary|Catholic|English|620
B67091|Simcoe Muskoka CDSB|714208|Saint Mary's S|Elementary|Catholic|English|210
B67091|Simcoe Muskoka CDSB|516651|Sister Catherine Donnelly Catholic S|Elementary|Catholic|English|295
B67091|Simcoe Muskoka CDSB|685145|St Angela Merici Catholic E S|Elementary|Catholic|English|715
B67091|Simcoe Muskoka CDSB|770655|St Ann's Sep S|Elementary|Catholic|English|130
B67091|Simcoe Muskoka CDSB|775061|St Antoine Daniel Catholic S|Elementary|Catholic|English|285
B67091|Simcoe Muskoka CDSB|777935|St Bernadette E S|Elementary|Catholic|English|345
B67091|Simcoe Muskoka CDSB|779849|St Bernard's Sep S|Elementary|Catholic|English|195
B67091|Simcoe Muskoka CDSB|781487|St Catherine of Siena S|Elementary|Catholic|English|520
B67091|Simcoe Muskoka CDSB|782130|St Charles S|Elementary|Catholic|English|215
B67091|Simcoe Muskoka CDSB|786691|St Dominic Catholic SS|Secondary|Catholic|English|200
B67091|Simcoe Muskoka CDSB|790044|St Francis of Assisi E S|Elementary|Catholic|English|445
B67091|Simcoe Muskoka CDSB|798436|St James Sep S|Elementary|Catholic|English|250
B67091|Simcoe Muskoka CDSB|809179|St Jean de Brebeuf Sep S|Elementary|Catholic|English|245
B67091|Simcoe Muskoka CDSB|801275|St Joan of Arc HS|Secondary|Catholic|English|1065
B67091|Simcoe Muskoka CDSB|805840|St John Vianney Sep S|Elementary|Catholic|English|215
B67091|Simcoe Muskoka CDSB|813389|St Joseph's Sep S|Secondary|Catholic|English|870
B67091|Simcoe Muskoka CDSB|822566|St Marguerite d'Youville E S|Elementary|Catholic|English|280
B67091|Simcoe Muskoka CDSB|828335|St Marys - Barrie Sep S|Elementary|Catholic|English|165
B67091|Simcoe Muskoka CDSB|829374|St Marys - Collingwood Sep S|Elementary|Catholic|English|450
B67091|Simcoe Muskoka CDSB|833061|St Michael the Archangel Catholic E S|Elementary|Catholic|English|320
B67091|Simcoe Muskoka CDSB|835749|St Monicas Sep S|Elementary|Catholic|English|380
B67091|Simcoe Muskoka CDSB|836320|St Nicholas S|Elementary|Catholic|English|230
B67091|Simcoe Muskoka CDSB|837199|St Noel Chabanel Catholic E S|Elementary|Catholic|English|460
B67091|Simcoe Muskoka CDSB|840815|St Paul's Sep S|Elementary|Catholic|English|675
B67091|Simcoe Muskoka CDSB|843342|St Peter the Apostle S|Elementary|Catholic|English|190
B67091|Simcoe Muskoka CDSB|844012|St Peter's SS|Secondary|Catholic|English|1205
B67091|Simcoe Muskoka CDSB|852775|St Theresa's Sep S|Secondary|Catholic|English|995
B67091|Simcoe Muskoka CDSB|773050|St Thomas Aquinas Catholic SS|Secondary|Catholic|English|655
B67091|Simcoe Muskoka CDSB|750905|St. John Paul II Sep S|Elementary|Catholic|English|415
B67091|Simcoe Muskoka CDSB|824690|St. Marie of the Incarnation Sep S|Elementary|Catholic|English|690
B67091|Simcoe Muskoka CDSB|733199|St. Teresa of Calcutta Catholic S|Elementary|Catholic|English|395
B67091|Simcoe Muskoka CDSB|868914|The Good Shepherd Catholic S|Elementary|Catholic|English|435
B67040|St Clair CDSB|697567|Christ the King Catholic S|Elementary|Catholic|English|195
B67040|St Clair CDSB|708003|Georges P Vanier Catholic S|Elementary|Catholic|English|240
B67040|St Clair CDSB|842249|Good Shepherd Catholic S|Elementary|Catholic|English|90
B67040|St Clair CDSB|710970|Gregory A Hogan Catholic S|Elementary|Catholic|English|505
B67040|St Clair CDSB|715492|Holy Family Catholic S|Elementary|Catholic|English|220
B67040|St Clair CDSB|719269|Holy Rosary Catholic S|Elementary|Catholic|English|80
B67040|St Clair CDSB|767339|Holy Trinity Catholic S|Elementary|Catholic|English|415
B67040|St Clair CDSB|724009|Monsignor Uyen Catholic S|Elementary|Catholic|English|305
B67040|St Clair CDSB|743984|Our Lady of Fatima Catholic S|Elementary|Catholic|English|330
B67040|St Clair CDSB|757748|Sacred Heart Catholic S|Elementary|Catholic|English|360
B67040|St Clair CDSB|758108|Sacred Heart Catholic S|Elementary|Catholic|English|120
B67040|St Clair CDSB|765155|St Agnes Catholic S|Elementary|Catholic|English|110
B67040|St Clair CDSB|770671|St Anne Catholic S|Elementary|Catholic|English|350
B67040|St Clair CDSB|771295|St Anne Catholic S|Elementary|Catholic|English|355
B67040|St Clair CDSB|788813|St Elizabeth Catholic S|Elementary|Catholic|English|160
B67040|St Clair CDSB|803375|St John Fisher Catholic S|Elementary|Catholic|English|245
B67040|St Clair CDSB|809233|St Joseph Catholic S|Elementary|Catholic|English|350
B67040|St Clair CDSB|811432|St Joseph Catholic S|Elementary|Catholic|English|150
B67040|St Clair CDSB|846929|St Joseph Catholic S|Elementary|Catholic|English|85
B67040|St Clair CDSB|773757|St Matthew Catholic S|Elementary|Catholic|English|335
B67040|St Clair CDSB|833142|St Michael Catholic S|Elementary|Catholic|English|160
B67040|St Clair CDSB|834602|St Michael Catholic S|Elementary|Catholic|English|160
B67040|St Clair CDSB|836788|St Patrick's Catholic HS|Secondary|Catholic|English|1395
B67040|St Clair CDSB|843415|St Peter Canisius Catholic S|Elementary|Catholic|English|200
B67040|St Clair CDSB|846015|St Philip Catholic S|Elementary|Catholic|English|215
B67040|St Clair CDSB|856800|St Ursula Catholic S|Elementary|Catholic|English|230
B67040|St Clair CDSB|857971|St Vincent Catholic S|Elementary|Catholic|English|155
B67040|St Clair CDSB|864366|Ursuline College Chatham Catholic SS|Secondary|Catholic|English|1205
B29033|Sudbury CDSB|689351|Bishop Alexander Carter Catholic SS|Secondary|Catholic|English|290
B29033|Sudbury CDSB|869673|Holy Cross Catholic School S|Elementary|Catholic|English|390
B29033|Sudbury CDSB|701745|Holy Trinity S|Elementary|Catholic|English|550
B29033|Sudbury CDSB|721212|Immaculate Conception Catholic S|Elementary|Catholic|English|220
B29033|Sudbury CDSB|730963|Marymount Academy Catholic S|Secondary|Catholic|English|245
B29033|Sudbury CDSB|730971|Marymount Elementary Academy|Elementary|Catholic|English|125
B29033|Sudbury CDSB|750336|Pius XII Catholic S|Elementary|Catholic|English|210
B29033|Sudbury CDSB|770744|St Anne Sep S|Elementary|Catholic|English|365
B29033|Sudbury CDSB|777196|St Benedict Catholic SS|Secondary|Catholic|English|460
B29033|Sudbury CDSB|782181|St Charles Catholic S|Elementary|Catholic|English|385
B29033|Sudbury CDSB|783358|St Charles College|Secondary|Catholic|English|825
B29033|Sudbury CDSB|785954|St David Catholic S|Elementary|Catholic|English|245
B29033|Sudbury CDSB|791075|St Francis Catholic S|Elementary|Catholic|English|300
B29033|Sudbury CDSB|798878|St James Catholic School|Elementary|Catholic|English|305
B29033|Sudbury CDSB|804282|St John Catholic S|Elementary|Catholic|English|310
B29033|Sudbury CDSB|810525|St Joseph Catholic S|Elementary|Catholic|English|<10
B29033|Sudbury CDSB|822744|St Mark Catholic S|Elementary|Catholic|English|<10
B29033|Sudbury CDSB|746827|St Paul the Apostle Catholic S|Elementary|Catholic|English|210
B29033|Sudbury CDSB|757127|St. Benedict Elementary CS|Elementary|Catholic|English|175
B29033|Sudbury CDSB|830399|St. Charles College Elementary|Elementary|Catholic|English|295
B29076|Superior North CDSB|714194|Holy Angels Sep S|Elementary|Catholic|English|55
B29076|Superior North CDSB|719994|Holy Saviour|Elementary|Catholic|English|100
B29076|Superior North CDSB|742660|Our Lady of Fatima Sep S|Elementary|Catholic|English|80
B29076|Superior North CDSB|745782|Our Lady of Lourdes S|Elementary|Catholic|English|80
B29076|Superior North CDSB|780626|St Brigid Sep S|Elementary|Catholic|English|<10
B29076|Superior North CDSB|788031|St Edward S|Elementary|Catholic|English|115
B29076|Superior North CDSB|797260|St Hilary S|Elementary|Catholic|English|65
B29076|Superior North CDSB|808571|St Joseph Sep S|Elementary|Catholic|English|85
B29076|Superior North CDSB|824046|St Martin Catholic S|Elementary|Catholic|English|80
B28070|Superior-Greenstone DSB|214574|B A Parker PS|Elementary|Public|English|125
B28070|Superior-Greenstone DSB|037770|Beardmore PS|Elementary|Public|English|20
B28070|Superior-Greenstone DSB|142689|Dorion PS|Elementary|Public|English|45
B28070|Superior-Greenstone DSB|385131|George O'Neill PS|Elementary|Public|English|145
B28070|Superior-Greenstone DSB|912565|Geraldton Comp S|Secondary|Public|English|195
B28070|Superior-Greenstone DSB|940666|Lake Superior HS|Secondary|Public|English|85
