Numéro du conseil|Nom du conseil|Numéro de l’école|Nom de l’école|Niveau de l’école|Type d’école|Langue de l’école|Effectif
B28010|Algoma DSB|902344|Algoma Education Connection SS|Secondaire|Publique|Anglais|272
B28010|Algoma DSB|019186|Anna McCrea PS|Élémentaire|Publique|Anglais|171
B28010|Algoma DSB|067679|Arthur Henderson PS|Élémentaire|Publique|Anglais|92
B28010|Algoma DSB|043362|Ben R McMullin PS|Élémentaire|Publique|Anglais|203
B28010|Algoma DSB|054542|Blind River PS|Élémentaire|Publique|Anglais|201
B28010|Algoma DSB|285552|Central Algoma E S|Élémentaire|Publique|Anglais|94
B28010|Algoma DSB|137967|Central Algoma Intermed S|Élémentaire|Publique|Anglais|168
B28010|Algoma DSB|891347|Central Algoma SS|Secondaire|Publique|Anglais|320
B28010|Algoma DSB|093548|Central Avenue PS|Élémentaire|Publique|Anglais|197
B28010|Algoma DSB|900869|Chapleau HS|Secondaire|Publique|Anglais|75
B28010|Algoma DSB|101214|Chapleau PS|Élémentaire|Publique|Anglais|107
B28010|Algoma DSB|161276|East View PS|Élémentaire|Publique|Anglais|323
B28010|Algoma DSB|165042|Echo Bay Central PS|Élémentaire|Publique|Anglais|168
B28010|Algoma DSB|908010|Elliot Lake SS|Secondaire|Publique|Anglais|349
B28010|Algoma DSB|186783|Esten Park PS|Élémentaire|Publique|Anglais|144
B28010|Algoma DSB|202614|Francis H Clergue PS|Élémentaire|Publique|Anglais|637
B28010|Algoma DSB|227331|Grand View PS|Élémentaire|Publique|Anglais|237
B28010|Algoma DSB|230561|Greenwood PS|Élémentaire|Publique|Anglais|200
B28010|Algoma DSB|237191|H M Robbins PS|Élémentaire|Publique|Anglais|201
B28010|Algoma DSB|917370|Hornepayne HS|Secondaire|Publique|Anglais|63
B28010|Algoma DSB|264750|Hornepayne PS|Élémentaire|Publique|Anglais|53
B28010|Algoma DSB|278270|Isabel Fletcher PS|Élémentaire|Publique|Anglais|172
B28010|Algoma DSB|302350|Kiwedin PS|Élémentaire|Publique|Anglais|126
B28010|Algoma DSB|920533|Korah C & VS|Secondaire|Publique|Anglais|807
B28010|Algoma DSB|018309|Korah Intermediate (Elem)|Élémentaire|Publique|Anglais|70
B28010|Algoma DSB|926086|Michipicoten HS|Secondaire|Publique|Anglais|115
B28010|Algoma DSB|368490|Missarenda Consolidated PS|Élémentaire|Publique|Anglais|<10
B28010|Algoma DSB|195200|Mountain View PS|Élémentaire|Publique|Anglais|198
B28010|Algoma DSB|891150|North Shore Adolescent Education S|Secondaire|Publique|Anglais|18
B28010|Algoma DSB|410870|Northern Heights PS|Élémentaire|Publique|Anglais|200
B28010|Algoma DSB|434922|Parkland PS|Élémentaire|Publique|Anglais|211
B28010|Algoma DSB|442054|Pinewood PS|Élémentaire|Publique|Anglais|224
B28010|Algoma DSB|462616|Queen Elizabeth PS|Élémentaire|Publique|Anglais|231
B28010|Algoma DSB|468339|R M Moore PS|Élémentaire|Publique|Anglais|250
B28010|Algoma DSB|485497|River View PS|Élémentaire|Publique|Anglais|165
B28010|Algoma DSB|677523|Rockhaven School for Exceptional|Élémentaire|Publique|Anglais|27
B28010|Algoma DSB|490822|Rosedale PS|Élémentaire|Publique|Anglais|381
B28010|Algoma DSB|515396|Sir James Dunn PS|Élémentaire|Publique|Anglais|140
B28010|Algoma DSB|530603|St Joseph Island Central PS|Élémentaire|Publique|Anglais|99
B28010|Algoma DSB|958050|Superior Heights C & VS|Secondaire|Publique|Anglais|883
B28010|Algoma DSB|672610|Superior Heights Community Education|Élémentaire|Publique|Anglais|32
B28010|Algoma DSB|106913|Superior Heights Intermediate E S|Élémentaire|Publique|Anglais|105
B28010|Algoma DSB|548413|Tarentorus PS|Élémentaire|Publique|Anglais|223
B28010|Algoma DSB|551660|Thessalon PS|Élémentaire|Publique|Anglais|176
B28010|Algoma DSB|895270|W C Eaket SS|Secondaire|Publique|Anglais|174
B28010|Algoma DSB|953148|White Pines C & VS|Secondaire|Publique|Anglais|514
B28010|Algoma DSB|144872|White Pines Intermediate Sr E S|Élémentaire|Publique|Anglais|51
B28010|Algoma DSB|616400|Wm Merrifield VC PS|Élémentaire|Publique|Anglais|129
B67202|Algonquin and Lakeshore CDSB|765031|Archbishop O'Sullivan Catholic S|Élémentaire|Catholique|Anglais|251
B67202|Algonquin and Lakeshore CDSB|827681|Cathedrale Catholic S|Élémentaire|Catholique|Anglais|265
B67202|Algonquin and Lakeshore CDSB|708011|Georges Vanier Catholic S|Élémentaire|Catholique|Anglais|332
B67202|Algonquin and Lakeshore CDSB|715298|Holy Cross Catholic SS|Secondaire|Catholique|Anglais|1060
B67202|Algonquin and Lakeshore CDSB|716669|Holy Family Catholic S|Élémentaire|Catholique|Anglais|232
B67202|Algonquin and Lakeshore CDSB|717703|Holy Name Catholic S|Élémentaire|Catholique|Anglais|134
B67202|Algonquin and Lakeshore CDSB|865257|Holy Name of Mary Catholic S|Élémentaire|Catholique|Anglais|98
B67202|Algonquin and Lakeshore CDSB|719919|Holy Rosary Catholic S|Élémentaire|Catholique|Anglais|206
B67202|Algonquin and Lakeshore CDSB|735523|J J O'Neill Catholic S|Élémentaire|Catholique|Anglais|290
B67202|Algonquin and Lakeshore CDSB|724068|John XXIII Catholic S|Élémentaire|Catholique|Anglais|242
B67202|Algonquin and Lakeshore CDSB|728420|Loyola Community Learning Centre|Secondaire|Catholique|Anglais|341
B67202|Algonquin and Lakeshore CDSB|773875|Mother Teresa Catholic S|Élémentaire|Catholique|Anglais|312
B67202|Algonquin and Lakeshore CDSB|835099|Nicholson Catholic College|Secondaire|Catholique|Anglais|502
B67202|Algonquin and Lakeshore CDSB|742279|Our Lady of Fatima Catholic S|Élémentaire|Catholique|Anglais|178
B67202|Algonquin and Lakeshore CDSB|746568|Our Lady of Lourdes Catholic S|Élémentaire|Catholique|Anglais|298
B67202|Algonquin and Lakeshore CDSB|746690|Our Lady of Mercy Catholic S|Élémentaire|Catholique|Anglais|172
B67202|Algonquin and Lakeshore CDSB|706264|Our Lady of Mount Carmel Catholic S|Élémentaire|Catholique|Anglais|442
B67202|Algonquin and Lakeshore CDSB|752932|Regiopolis/Notre-Dame Catholic HS|Secondaire|Catholique|Anglais|1039
B67202|Algonquin and Lakeshore CDSB|756830|Sacred Heart Catholic S|Élémentaire|Catholique|Anglais|160
B67202|Algonquin and Lakeshore CDSB|764370|Sacred Heart Catholic S|Élémentaire|Catholique|Anglais|127
B67202|Algonquin and Lakeshore CDSB|868370|Sacred Heart Catholic S|Élémentaire|Catholique|Anglais|62
B67202|Algonquin and Lakeshore CDSB|781142|St Carthagh Catholic S|Élémentaire|Catholique|Anglais|161
B67202|Algonquin and Lakeshore CDSB|796220|St Gregory Catholic S|Élémentaire|Catholique|Anglais|275
B67202|Algonquin and Lakeshore CDSB|799556|St James Major|Élémentaire|Catholique|Anglais|34
B67202|Algonquin and Lakeshore CDSB|815330|St Joseph Catholic S|Élémentaire|Catholique|Anglais|323
B67202|Algonquin and Lakeshore CDSB|695602|St Joseph S|Élémentaire|Catholique|Anglais|<10
B67202|Algonquin and Lakeshore CDSB|830984|St Marguerite Bourgeoys Catholic S|Élémentaire|Catholique|Anglais|422
B67202|Algonquin and Lakeshore CDSB|823570|St Martha Catholic S|Élémentaire|Catholique|Anglais|419
B67202|Algonquin and Lakeshore CDSB|824330|St Martin of Tours Catholic S|Élémentaire|Catholique|Anglais|25
B67202|Algonquin and Lakeshore CDSB|831840|St Mary Catholic S|Élémentaire|Catholique|Anglais|465
B67202|Algonquin and Lakeshore CDSB|865125|St Mary Catholic S|Élémentaire|Catholique|Anglais|82
B67202|Algonquin and Lakeshore CDSB|834688|St Michael Catholic S|Élémentaire|Catholique|Anglais|552
B67202|Algonquin and Lakeshore CDSB|764248|St Patrick Catholic S|Élémentaire|Catholique|Anglais|29
B67202|Algonquin and Lakeshore CDSB|838861|St Patrick Catholic S|Élémentaire|Catholique|Anglais|53
B67202|Algonquin and Lakeshore CDSB|841773|St Patrick Catholic S|Élémentaire|Catholique|Anglais|247
B67202|Algonquin and Lakeshore CDSB|706744|St Paul Catholic E S|Élémentaire|Catholique|Anglais|128
B67202|Algonquin and Lakeshore CDSB|842761|St Paul Catholic S|Élémentaire|Catholique|Anglais|168
B67202|Algonquin and Lakeshore CDSB|841358|St Paul Catholic SS|Secondaire|Catholique|Anglais|361
B67202|Algonquin and Lakeshore CDSB|844845|St Peter Catholic S|Élémentaire|Catholique|Anglais|86
B67202|Algonquin and Lakeshore CDSB|845493|St Peter Catholic S|Élémentaire|Catholique|Anglais|240
B67202|Algonquin and Lakeshore CDSB|851752|St Theresa Catholic SS|Secondaire|Catholique|Anglais|703
B67202|Algonquin and Lakeshore CDSB|856150|St Thomas More Catholic S|Élémentaire|Catholique|Anglais|236
B66010|Avon Maitland DSB|019313|Anne Hathaway PS|Élémentaire|Publique|Anglais|385
B66010|Avon Maitland DSB|893048|Avon Maitland District E-learning Centre|Secondaire|Publique|Anglais|220
B66010|Avon Maitland DSB|028673|Avon PS|Élémentaire|Publique|Anglais|310
B66010|Avon Maitland DSB|039306|Bedford PS|Élémentaire|Publique|Anglais|414
B66010|Avon Maitland DSB|272319|Bluewater Coast E PS|Élémentaire|Publique|Anglais|144
B66010|Avon Maitland DSB|066699|Brookside PS|Élémentaire|Publique|Anglais|185
B66010|Avon Maitland DSB|899569|Central Huron SS|Secondaire|Publique|Anglais|563
B66010|Avon Maitland DSB|093718|Central Perth E S|Élémentaire|Publique|Anglais|233
B66010|Avon Maitland DSB|112917|Clinton PS|Élémentaire|Publique|Anglais|275
B66010|Avon Maitland DSB|145912|Downie Central PS|Élémentaire|Publique|Anglais|280
B66010|Avon Maitland DSB|175170|Elma Township PS|Élémentaire|Publique|Anglais|441
B66010|Avon Maitland DSB|190527|Exeter E S|Élémentaire|Publique|Anglais|324
B66010|Avon Maitland DSB|953776|F E Madill SS|Secondaire|Publique|Anglais|728
B66010|Avon Maitland DSB|181908|F. E. Madill Elementary|Élémentaire|Publique|Anglais|146
B66010|Avon Maitland DSB|450242|GDCI - Elementary|Élémentaire|Publique|Anglais|146
B66010|Avon Maitland DSB|913600|Goderich District CI|Secondaire|Publique|Anglais|512
B66010|Avon Maitland DSB|478133|Goderich PS|Élémentaire|Publique|Anglais|479
B66010|Avon Maitland DSB|242527|Hamlet PS|Élémentaire|Publique|Anglais|206
B66010|Avon Maitland DSB|268003|Howick Central S|Élémentaire|Publique|Anglais|344
B66010|Avon Maitland DSB|268640|Hullett Central PS|Élémentaire|Publique|Anglais|280
B66010|Avon Maitland DSB|273694|Huron Centennial PS|Élémentaire|Publique|Anglais|357
B66010|Avon Maitland DSB|095362|Listowel Central PS|Élémentaire|Publique|Anglais|386
B66010|Avon Maitland DSB|923095|Listowel DSS|Secondaire|Publique|Anglais|903
B66010|Avon Maitland DSB|163619|Listowel Eastdale PS|Élémentaire|Publique|Anglais|249
B66010|Avon Maitland DSB|285535|Little Falls Public School PS|Élémentaire|Publique|Anglais|503
B66010|Avon Maitland DSB|517103|Maitland River Elementary|Élémentaire|Publique|Anglais|465
B66010|Avon Maitland DSB|366021|Milverton PS|Élémentaire|Publique|Anglais|270
B66010|Avon Maitland DSB|927120|Mitchell DHS|Secondaire|Publique|Anglais|322
B66010|Avon Maitland DSB|135064|Mitchell District Elementary|Élémentaire|Publique|Anglais|164
B66010|Avon Maitland DSB|372781|Mornington Central PS|Élémentaire|Publique|Anglais|148
B66010|Avon Maitland DSB|406040|North Easthope PS|Élémentaire|Publique|Anglais|152
B66010|Avon Maitland DSB|578519|North Woods E PS|Élémentaire|Publique|Anglais|186
B66010|Avon Maitland DSB|490040|Romeo PS|Élémentaire|Publique|Anglais|158
B66010|Avon Maitland DSB|504475|Seaforth PS|Élémentaire|Publique|Anglais|300
B66010|Avon Maitland DSB|507725|Shakespeare PS|Élémentaire|Publique|Anglais|186
B66010|Avon Maitland DSB|943118|South Huron DHS|Secondaire|Publique|Anglais|534
B66010|Avon Maitland DSB|469900|South Huron District - Elementary|Élémentaire|Publique|Anglais|150
B66010|Avon Maitland DSB|523267|South Perth Centennial PS|Élémentaire|Publique|Anglais|158
B66010|Avon Maitland DSB|528650|Sprucedale PS|Élémentaire|Publique|Anglais|213
B66010|Avon Maitland DSB|944807|St Marys DC & VI|Secondaire|Publique|Anglais|445
B66010|Avon Maitland DSB|100438|St. Marys DCVI - Elementary|Élémentaire|Publique|Anglais|125
B66010|Avon Maitland DSB|535508|Stephen Central PS|Élémentaire|Publique|Anglais|188
B66010|Avon Maitland DSB|531073|Stratford Central PS|Élémentaire|Publique|Anglais|309
B66010|Avon Maitland DSB|945587|Stratford Central SS|Secondaire|Publique|Anglais|791
B66010|Avon Maitland DSB|531090|Stratford Northwestern PS|Élémentaire|Publique|Anglais|206
B66010|Avon Maitland DSB|945714|Stratford Northwestern SS|Secondaire|Publique|Anglais|901
B66010|Avon Maitland DSB|566667|Upper Thames E S|Élémentaire|Publique|Anglais|584
B66010|Avon Maitland DSB|583669|Wallace PS|Élémentaire|Publique|Anglais|175
B66001|Bluewater DSB|010472|Alexandra Community S|Élémentaire|Publique|Anglais|215
B66001|Bluewater DSB|011606|Amabel-Sauble Community S|Élémentaire|Publique|Anglais|125
B66001|Bluewater DSB|022322|Arran Tara E S|Élémentaire|Publique|Anglais|255
B66001|Bluewater DSB|036994|Bayview PS|Élémentaire|Publique|Anglais|271
B66001|Bluewater DSB|552585|Beaver Valley Community S|Élémentaire|Publique|Anglais|405
B66001|Bluewater DSB|340804|Beavercrest Community S|Élémentaire|Publique|Anglais|183
B66001|Bluewater DSB|067709|Bruce Peninsula District S|Élémentaire|Publique|Anglais|160
B66001|Bluewater DSB|896969|Bruce Peninsula District S|Secondaire|Publique|Anglais|77
B66001|Bluewater DSB|169200|Chesley District Community S|Élémentaire|Publique|Anglais|335
B66001|Bluewater DSB|901253|Chesley District Community S|Secondaire|Publique|Anglais|202
B66001|Bluewater DSB|135143|Dawnview PS|Élémentaire|Publique|Anglais|190
B66001|Bluewater DSB|137618|Derby PS|Élémentaire|Publique|Anglais|201
B66001|Bluewater DSB|151165|Dufferin E S|Élémentaire|Publique|Anglais|230
B66001|Bluewater DSB|458554|Dundalk & Proton Community S|Élémentaire|Publique|Anglais|205
B66001|Bluewater DSB|167649|Egremont Community S|Élémentaire|Publique|Anglais|195
B66001|Bluewater DSB|293776|Elgin Market PS|Élémentaire|Publique|Anglais|196
B66001|Bluewater DSB|524239|G C Huston PS|Élémentaire|Publique|Anglais|239
B66001|Bluewater DSB|925438|Georgian Bay SS|Secondaire|Publique|Anglais|436
B66001|Bluewater DSB|914444|Grey Highlands SS|Secondaire|Publique|Anglais|707
B66001|Bluewater DSB|281131|Hanover Heights Community S|Élémentaire|Publique|Anglais|421
B66001|Bluewater DSB|253316|Hepworth Central PS|Élémentaire|Publique|Anglais|295
B66001|Bluewater DSB|152820|Highpoint Community E S|Élémentaire|Publique|Anglais|221
B66001|Bluewater DSB|257168|Hillcrest Central S|Élémentaire|Publique|Anglais|105
B66001|Bluewater DSB|257869|Hillcrest E S|Élémentaire|Publique|Anglais|532
B66001|Bluewater DSB|262935|Holland-Chatsworth Central S|Élémentaire|Publique|Anglais|257
B66001|Bluewater DSB|273775|Huron Heights PS|Élémentaire|Publique|Anglais|335
B66001|Bluewater DSB|007681|John Diefenbaker Senior S|Élémentaire|Publique|Anglais|167
B66001|Bluewater DSB|915556|John Diefenbaker Senior S|Secondaire|Publique|Anglais|610
B66001|Bluewater DSB|291030|Keppel-Sarawak E S|Élémentaire|Publique|Anglais|337
B66001|Bluewater DSB|919454|Kincardine DSS|Secondaire|Publique|Anglais|513
B66001|Bluewater DSB|293750|Kincardine Township-Tiverton PS|Élémentaire|Publique|Anglais|281
B66001|Bluewater DSB|323900|Lucknow Central PS|Élémentaire|Publique|Anglais|142
B66001|Bluewater DSB|198978|Macphail Memorial E S|Élémentaire|Publique|Anglais|513
B66001|Bluewater DSB|357057|Meaford Community S|Élémentaire|Publique|Anglais|306
B66001|Bluewater DSB|364290|Mildmay-Carrick Central S|Élémentaire|Publique|Anglais|147
B66001|Bluewater DSB|401129|Normanby Community S|Élémentaire|Publique|Anglais|203
B66001|Bluewater DSB|403741|Northport E S|Élémentaire|Publique|Anglais|393
B66001|Bluewater DSB|093939|Osprey Central S|Élémentaire|Publique|Anglais|308
B66001|Bluewater DSB|933236|Owen Sound C & VI|Secondaire|Publique|Anglais|569
B66001|Bluewater DSB|431028|Paisley Central S|Élémentaire|Publique|Anglais|140
B66001|Bluewater DSB|605743|Peninsula Shores District S|Élémentaire|Publique|Anglais|323
B66001|Bluewater DSB|953253|Peninsula Shores District S|Secondaire|Publique|Anglais|255
B66001|Bluewater DSB|450910|Port Elgin-Saugeen Central S|Élémentaire|Publique|Anglais|592
B66001|Bluewater DSB|484970|Ripley-Huron Community - Junior Campus S|Élémentaire|Publique|Anglais|263
B66001|Bluewater DSB|940127|Saugeen DSS|Secondaire|Publique|Anglais|578
B66001|Bluewater DSB|155683|Spruce Ridge Community S|Élémentaire|Publique|Anglais|440
B66001|Bluewater DSB|529826|St Edmunds PS|Élémentaire|Publique|Anglais|35
B66001|Bluewater DSB|531146|St Vincent-Euphrasia E S|Élémentaire|Publique|Anglais|286
B66001|Bluewater DSB|540200|Sullivan Community S|Élémentaire|Publique|Anglais|141
B66001|Bluewater DSB|544892|Sydenham Community S|Élémentaire|Publique|Anglais|440
B66001|Bluewater DSB|569565|Walkerton District Community S|Élémentaire|Publique|Anglais|374
B66001|Bluewater DSB|950262|Walkerton District Community S|Secondaire|Publique|Anglais|393
B66001|Bluewater DSB|951692|West Hill SS|Secondaire|Publique|Anglais|872
B67164|Brant Haldimand Norfolk CDSB|688088|Assumption College School S|Secondaire|Catholique|Anglais|1371
B67164|Brant Haldimand Norfolk CDSB|690015|Blessed Sacrament S|Élémentaire|Catholique|Anglais|186
B67164|Brant Haldimand Norfolk CDSB|696900|Christ the King S|Élémentaire|Catholique|Anglais|142
B67164|Brant Haldimand Norfolk CDSB|714453|Holy Cross S|Élémentaire|Catholique|Anglais|243
B67164|Brant Haldimand Norfolk CDSB|716960|Holy Family S|Élémentaire|Catholique|Anglais|144
B67164|Brant Haldimand Norfolk CDSB|720232|Holy Trinity Catholic HS|Secondaire|Catholique|Anglais|932
B67164|Brant Haldimand Norfolk CDSB|750259|Jean Vanier C Elem S|Élémentaire|Catholique|Anglais|358
B67164|Brant Haldimand Norfolk CDSB|736481|Notre Dame Catholic E S|Élémentaire|Catholique|Anglais|272
B67164|Brant Haldimand Norfolk CDSB|739200|Notre Dame S|Élémentaire|Catholique|Anglais|324
B67164|Brant Haldimand Norfolk CDSB|743968|Our Lady of Fatima S|Élémentaire|Catholique|Anglais|113
B67164|Brant Haldimand Norfolk CDSB|745006|Our Lady of La Salette Sep S|Élémentaire|Catholique|Anglais|85
B67164|Brant Haldimand Norfolk CDSB|749125|Our Lady of Providence C Elem S|Élémentaire|Catholique|Anglais|364
B67164|Brant Haldimand Norfolk CDSB|753084|Resurrection S|Élémentaire|Catholique|Anglais|137
B67164|Brant Haldimand Norfolk CDSB|762756|Sacred Heart C Elem S|Élémentaire|Catholique|Anglais|269
B67164|Brant Haldimand Norfolk CDSB|759309|Sacred Heart S|Élémentaire|Catholique|Anglais|233
B67164|Brant Haldimand Norfolk CDSB|751898|St John's College|Secondaire|Catholique|Anglais|1128
B67164|Brant Haldimand Norfolk CDSB|704940|St. Basil C Elem S|Élémentaire|Catholique|Anglais|335
B67164|Brant Haldimand Norfolk CDSB|779067|St. Bernard of Clairvaux S|Élémentaire|Catholique|Anglais|167
B67164|Brant Haldimand Norfolk CDSB|782050|St. Cecilia's S|Élémentaire|Catholique|Anglais|153
B67164|Brant Haldimand Norfolk CDSB|789984|St. Frances Cabrini S|Élémentaire|Catholique|Anglais|243
B67164|Brant Haldimand Norfolk CDSB|793256|St. Gabriel Catholic (Elem) S|Élémentaire|Catholique|Anglais|446
B67164|Brant Haldimand Norfolk CDSB|810827|St. Joseph's S|Élémentaire|Catholique|Anglais|459
B67164|Brant Haldimand Norfolk CDSB|818453|St. Leo S|Élémentaire|Catholique|Anglais|230
B67164|Brant Haldimand Norfolk CDSB|831450|St. Mary's S|Élémentaire|Catholique|Anglais|132
B67164|Brant Haldimand Norfolk CDSB|834831|St. Michael's S|Élémentaire|Catholique|Anglais|93
B67164|Brant Haldimand Norfolk CDSB|834963|St. Michael's S|Élémentaire|Catholique|Anglais|205
B67164|Brant Haldimand Norfolk CDSB|840530|St. Patrick S|Élémentaire|Catholique|Anglais|129
B67164|Brant Haldimand Norfolk CDSB|840556|St. Patrick's S|Élémentaire|Catholique|Anglais|147
B67164|Brant Haldimand Norfolk CDSB|844977|St. Peter S|Élémentaire|Catholique|Anglais|159
B67164|Brant Haldimand Norfolk CDSB|846791|St. Pius X C Elem S|Élémentaire|Catholique|Anglais|267
B67164|Brant Haldimand Norfolk CDSB|850950|St. Stephen's S|Élémentaire|Catholique|Anglais|128
B67164|Brant Haldimand Norfolk CDSB|853038|St. Theresa S|Élémentaire|Catholique|Anglais|170
B67008|Bruce-Grey CDSB|711985|Holy Family|Élémentaire|Catholique|Anglais|254
B67008|Bruce-Grey CDSB|721255|Immaculate Conception Sep S|Élémentaire|Catholique|Anglais|276
B67008|Bruce-Grey CDSB|710296|Mary Immaculate Community|Élémentaire|Catholique|Anglais|118
B67008|Bruce-Grey CDSB|732800|Mother Teresa|Élémentaire|Catholique|Anglais|214
B67008|Bruce-Grey CDSB|737399|Notre Dame Catholic S|Élémentaire|Catholique|Anglais|350
B67008|Bruce-Grey CDSB|759430|Sacred Heart HS|Secondaire|Catholique|Anglais|657
B67008|Bruce-Grey CDSB|732133|Sacred Heart S|Élémentaire|Catholique|Anglais|151
B67008|Bruce-Grey CDSB|864218|Sacred Heart Sep S|Élémentaire|Catholique|Anglais|82
B67008|Bruce-Grey CDSB|774332|St Anthony's Sep S|Élémentaire|Catholique|Anglais|331
B67008|Bruce-Grey CDSB|776602|St Basil's Sep S|Élémentaire|Catholique|Anglais|385
B67008|Bruce-Grey CDSB|751464|St Joseph's S|Élémentaire|Catholique|Anglais|212
B67008|Bruce-Grey CDSB|776599|St Mary's HS|Secondaire|Catholique|Anglais|732
B67008|Bruce-Grey CDSB|705098|St Peter's & St Paul's Sep S|Élémentaire|Catholique|Anglais|127
B67172|CDSB of Eastern Ontario|689610|Bishop Macdonell Sep S|Élémentaire|Catholique|Anglais|220
B67172|CDSB of Eastern Ontario|715131|Holy Cross S|Élémentaire|Catholique|Anglais|536
B67172|CDSB of Eastern Ontario|828203|Holy Name of Mary Sep S|Élémentaire|Catholique|Anglais|300
B67172|CDSB of Eastern Ontario|821553|Holy Trinity C Elem S|Élémentaire|Catholique|Anglais|168
B67172|CDSB of Eastern Ontario|715190|Holy Trinity Catholic SS|Secondaire|Catholique|Anglais|537
B67172|CDSB of Eastern Ontario|721646|Immaculate Conception Sep S|Élémentaire|Catholique|Anglais|182
B67172|CDSB of Eastern Ontario|696269|Iona Academy|Élémentaire|Catholique|Anglais|188
B67172|CDSB of Eastern Ontario|691127|J L Jordan Sep S|Élémentaire|Catholique|Anglais|116
B67172|CDSB of Eastern Ontario|753670|Mother Teresa Catholic|Élémentaire|Catholique|Anglais|412
B67172|CDSB of Eastern Ontario|736457|Notre Dame Catholic HS|Secondaire|Catholique|Anglais|513
B67172|CDSB of Eastern Ontario|697630|Notre Dame Catholic Sep S|Élémentaire|Catholique|Anglais|195
B67172|CDSB of Eastern Ontario|741361|Our Lady of Good Counsel Sep S|Élémentaire|Catholique|Anglais|131
B67172|CDSB of Eastern Ontario|750646|Pope John Paul II Regional E S|Élémentaire|Catholique|Anglais|156
B67172|CDSB of Eastern Ontario|759040|Sacred Heart S|Élémentaire|Catholique|Anglais|236
B67172|CDSB of Eastern Ontario|758787|Sacred Heart of Jesus Sep S|Élémentaire|Catholique|Anglais|88
B67172|CDSB of Eastern Ontario|769312|St Andrew's Sep S|Élémentaire|Catholique|Anglais|228
B67172|CDSB of Eastern Ontario|771651|St Anne's S|Élémentaire|Catholique|Anglais|331
B67172|CDSB of Eastern Ontario|785040|St Columban's Catholic Elementary S|Élémentaire|Catholique|Anglais|194
B67172|CDSB of Eastern Ontario|788686|St Edward's S|Élémentaire|Catholique|Anglais|104
B67172|CDSB of Eastern Ontario|806102|St Finnan's Catholic S|Élémentaire|Catholique|Anglais|142
B67172|CDSB of Eastern Ontario|751502|St Francis Xavier Catholic HS|Secondaire|Catholique|Anglais|291
B67172|CDSB of Eastern Ontario|792365|St Francis Xavier E S|Élémentaire|Catholique|Anglais|122
B67172|CDSB of Eastern Ontario|792322|St Francis Xavier Sep S|Élémentaire|Catholique|Anglais|150
B67172|CDSB of Eastern Ontario|791938|St Francis de Sales Sep S|Élémentaire|Catholique|Anglais|193
B67172|CDSB of Eastern Ontario|794538|St George's Sep S|Élémentaire|Catholique|Anglais|79
B67172|CDSB of Eastern Ontario|799602|St James the Greater Sep S|Élémentaire|Catholique|Anglais|193
B67172|CDSB of Eastern Ontario|803022|St John Bosco Catholic S|Élémentaire|Catholique|Anglais|268
B67172|CDSB of Eastern Ontario|804800|St John Catholic HS|Secondaire|Catholique|Anglais|566
B67172|CDSB of Eastern Ontario|802700|St John E S|Élémentaire|Catholique|Anglais|338
B67172|CDSB of Eastern Ontario|806277|St Joseph's SS|Secondaire|Catholique|Anglais|750
B67172|CDSB of Eastern Ontario|725374|St Joseph's Sep S|Élémentaire|Catholique|Anglais|183
B67172|CDSB of Eastern Ontario|813907|St Joseph's Sep S|Élémentaire|Catholique|Anglais|354
B67172|CDSB of Eastern Ontario|736201|St Jude's Catholic Elementary S|Élémentaire|Catholique|Anglais|304
B67172|CDSB of Eastern Ontario|824593|St Mary's HS|Secondaire|Catholique|Anglais|545
B67172|CDSB of Eastern Ontario|828726|St Mary's Sep S|Élémentaire|Catholique|Anglais|148
B67172|CDSB of Eastern Ontario|828874|St Mary's Sep S|Élémentaire|Catholique|Anglais|228
B67172|CDSB of Eastern Ontario|828980|St Mary's Sep S|Élémentaire|Catholique|Anglais|169
B67172|CDSB of Eastern Ontario|830283|St Mary-St Cecilia Catholic|Élémentaire|Catholique|Anglais|202
B67172|CDSB of Eastern Ontario|726176|St Matthew Catholic Secondary School|Secondaire|Catholique|Anglais|120
B67172|CDSB of Eastern Ontario|832502|St Michael E S|Élémentaire|Catholique|Anglais|227
B67172|CDSB of Eastern Ontario|832480|St Michael HS|Secondaire|Catholique|Anglais|509
B67172|CDSB of Eastern Ontario|753602|St Patrick Catholic E S|Élémentaire|Catholique|Anglais|265
B67172|CDSB of Eastern Ontario|844713|St Peter's S|Élémentaire|Catholique|Anglais|146
B67172|CDSB of Eastern Ontario|773450|St. Gregory Catholic|Élémentaire|Catholique|Anglais|389
B67172|CDSB of Eastern Ontario|680764|St. John Intermediate School|Élémentaire|Catholique|Anglais|131
B67172|CDSB of Eastern Ontario|803065|St. Luke Catholic HS|Secondaire|Catholique|Anglais|105
B67172|CDSB of Eastern Ontario|818968|St. Luke Catholic S|Élémentaire|Catholique|Anglais|56
B67172|CDSB of Eastern Ontario|814555|St. Mark Catholic S|Élémentaire|Catholique|Anglais|360
B67172|CDSB of Eastern Ontario|765428|St. Matthew Catholic Elementary School|Élémentaire|Catholique|Anglais|<10
B67172|CDSB of Eastern Ontario|733067|St. Thomas Aquinas Catholic HS|Secondaire|Catholique|Anglais|391
B67172|CDSB of Eastern Ontario|773026|St. Thomas Aquinas Catholic S|Élémentaire|Catholique|Anglais|194
B66303|CS Viamonde|199761|Académie La Pinède|Élémentaire|Publique|Français|66
