Numéro du conseil|Nom du conseil|Numéro de l’école|Nom de l’école|Niveau de l’école|Type d’école|Langue de l’école|Effectif
B66125|Peel DSB|252530|Helen Wilson PS|Élémentaire|Publique|Anglais|200
B66125|Peel DSB|253448|Herb Campbell PS|Élémentaire|Publique|Anglais|713
B66125|Peel DSB|118827|Hewson E PS|Élémentaire|Publique|Anglais|715
B66125|Peel DSB|254550|Hickory Wood PS|Élémentaire|Publique|Anglais|670
B66125|Peel DSB|258121|Hillcrest PS|Élémentaire|Publique|Anglais|464
B66125|Peel DSB|258148|Hilldale PS|Élémentaire|Publique|Anglais|228
B66125|Peel DSB|259322|Hillside Sr PS|Élémentaire|Publique|Anglais|162
B66125|Peel DSB|263508|Homelands Sr PS|Élémentaire|Publique|Anglais|312
B66125|Peel DSB|263397|Homestead PS|Élémentaire|Publique|Anglais|939
B66125|Peel DSB|917559|Humberview SS|Secondaire|Publique|Anglais|1122
B66125|Peel DSB|273260|Huntington Ridge PS|Élémentaire|Publique|Anglais|547
B66125|Peel DSB|274763|Huttonville PS|Élémentaire|Publique|Anglais|453
B66125|Peel DSB|595134|Ingleborough (Elem)|Élémentaire|Publique|Anglais|871
B66125|Peel DSB|005797|James Bolton PS|Élémentaire|Publique|Anglais|556
B66125|Peel DSB|309432|James Potter PS|Élémentaire|Publique|Anglais|654
B66125|Peel DSB|185731|Janet I. McDougald PS|Élémentaire|Publique|Anglais|486
B66125|Peel DSB|282375|Jefferson PS|Élémentaire|Publique|Anglais|319
B66125|Peel DSB|918830|John Fraser SS|Secondaire|Publique|Anglais|1376
B66125|Peel DSB|930679|Judith Nyman SS|Secondaire|Publique|Anglais|694
B66125|Peel DSB|289582|Kenollie PS|Élémentaire|Publique|Anglais|231
B66125|Peel DSB|291986|Kindree PS|Élémentaire|Publique|Anglais|502
B66125|Peel DSB|297682|Kingswood Drive PS|Élémentaire|Publique|Anglais|709
B66125|Peel DSB|307548|Lancaster PS|Élémentaire|Publique|Anglais|446
B66125|Peel DSB|308455|Larkspur PS|Élémentaire|Publique|Anglais|992
B66125|Peel DSB|311960|Levi Creek PS|Élémentaire|Publique|Anglais|590
B66125|Peel DSB|952885|Lincoln M. Alexander SS|Secondaire|Publique|Anglais|1095
B66125|Peel DSB|314579|Lisgar Middle S|Élémentaire|Publique|Anglais|686
B66125|Peel DSB|499344|Lorenville P.S. (Elem)|Élémentaire|Publique|Anglais|742
B66125|Peel DSB|321958|Lorne Park PS|Élémentaire|Publique|Anglais|234
B66125|Peel DSB|924008|Lorne Park SS|Secondaire|Publique|Anglais|1072
B66125|Peel DSB|065223|Lougheed Middle S|Élémentaire|Publique|Anglais|762
B66125|Peel DSB|904203|Louise Arbour SS|Secondaire|Publique|Anglais|1504
B66125|Peel DSB|328324|Macville PS|Élémentaire|Publique|Anglais|185
B66125|Peel DSB|328448|Madoc Drive PS|Élémentaire|Publique|Anglais|260
B66125|Peel DSB|336467|Maple Wood PS|Élémentaire|Publique|Anglais|150
B66125|Peel DSB|345610|Marvin Heights PS|Élémentaire|Publique|Anglais|460
B66125|Peel DSB|329215|Massey Street PS|Élémentaire|Publique|Anglais|396
B66125|Peel DSB|925349|Mayfield SS|Secondaire|Publique|Anglais|1816
B66125|Peel DSB|350192|McBride Avenue PS|Élémentaire|Publique|Anglais|450
B66125|Peel DSB|329690|McCrimmon Md S|Élémentaire|Publique|Anglais|903
B66125|Peel DSB|351857|McHugh PS|Élémentaire|Publique|Anglais|283
B66125|Peel DSB|605063|McKinnon PS|Élémentaire|Publique|Anglais|751
B66125|Peel DSB|925551|Meadowvale SS|Secondaire|Publique|Anglais|1215
B66125|Peel DSB|356921|Meadowvale Village PS|Élémentaire|Publique|Anglais|571
B66125|Peel DSB|364150|Middlebury PS|Élémentaire|Publique|Anglais|452
B66125|Peel DSB|365246|Miller's Grove S|Élémentaire|Publique|Anglais|196
B66125|Peel DSB|366412|Mineola PS|Élémentaire|Publique|Anglais|445
B66125|Peel DSB|925535|Mississauga SS|Secondaire|Publique|Anglais|1481
B66125|Peel DSB|372480|Morning Star Md S|Élémentaire|Publique|Anglais|586
B66125|Peel DSB|332933|Morton Way PS|Élémentaire|Publique|Anglais|600
B66125|Peel DSB|419607|Mount Pleasant Village PS|Élémentaire|Publique|Anglais|594
B66125|Peel DSB|164342|Mount Royal PS|Élémentaire|Publique|Anglais|859
B66125|Peel DSB|372978|Mountain Ash (Elem)|Élémentaire|Publique|Anglais|522
B66125|Peel DSB|380164|Munden Park PS|Élémentaire|Publique|Anglais|496
B66125|Peel DSB|382647|Nahani Way PS|Élémentaire|Publique|Anglais|501
B66125|Peel DSB|212749|Nelson Mandela P.S. (Elem)|Élémentaire|Publique|Anglais|651
B66125|Peel DSB|930660|North Park SS|Secondaire|Publique|Anglais|1383
B66125|Peel DSB|411655|Northwood PS|Élémentaire|Publique|Anglais|507
B66125|Peel DSB|414395|Oakridge PS|Élémentaire|Publique|Anglais|182
B66125|Peel DSB|612932|Oscar Peterson PS|Élémentaire|Publique|Anglais|923
B66125|Peel DSB|427667|Osprey Woods PS|Élémentaire|Publique|Anglais|550
B66125|Peel DSB|429465|Owenwood PS|Élémentaire|Publique|Anglais|100
B66125|Peel DSB|431966|Palgrave PS|Élémentaire|Publique|Anglais|469
B66125|Peel DSB|905838|Parkholme S|Secondaire|Publique|Anglais|225
B66125|Peel DSB|436097|Parkway PS|Élémentaire|Publique|Anglais|349
B66125|Peel DSB|506508|Peel Alternative - North Elementary|Élémentaire|Publique|Anglais|<10
B66125|Peel DSB|447212|Peel Alternative - West Elementary|Élémentaire|Publique|Anglais|<10
B66125|Peel DSB|918210|Peel Alternative North|Secondaire|Publique|Anglais|57
B66125|Peel DSB|943381|Peel Alternative North ISR|Secondaire|Publique|Anglais|575
B66125|Peel DSB|918202|Peel Alternative South|Secondaire|Publique|Anglais|11
B66125|Peel DSB|958431|Peel Alternative South ISR|Secondaire|Publique|Anglais|172
B66125|Peel DSB|954252|Peel Alternative West|Secondaire|Publique|Anglais|46
B66125|Peel DSB|933672|Peel Alternative West ISR|Secondaire|Publique|Anglais|186
B66125|Peel DSB|449075|Plowman's Park PS|Élémentaire|Publique|Anglais|315
B66125|Peel DSB|449032|Plum Tree Park PS|Élémentaire|Publique|Anglais|757
B66125|Peel DSB|935832|Port Credit SS|Secondaire|Publique|Anglais|1188
B66125|Peel DSB|464171|Queen Elizabeth Sr PS|Élémentaire|Publique|Anglais|342
B66125|Peel DSB|465232|Queen Street PS|Élémentaire|Publique|Anglais|555
B66125|Peel DSB|466778|Queenston Drive PS|Élémentaire|Publique|Anglais|447
B66125|Peel DSB|147831|Ray Lawson|Élémentaire|Publique|Anglais|428
B66125|Peel DSB|476650|Ray Underhill PS|Élémentaire|Publique|Anglais|321
B66125|Peel DSB|239570|Red Willow PS|Élémentaire|Publique|Anglais|778
B66125|Peel DSB|938009|Rick Hansen SS|Secondaire|Publique|Anglais|1749
B66125|Peel DSB|484580|Ridgeview PS|Élémentaire|Publique|Anglais|700
B66125|Peel DSB|484849|Ridgewood PS|Élémentaire|Publique|Anglais|838
B66125|Peel DSB|486400|Riverside PS|Élémentaire|Publique|Anglais|251
B66125|Peel DSB|487902|Robert H Lagerquist Sr PS|Élémentaire|Publique|Anglais|616
B66125|Peel DSB|487414|Robert J Lee PS|Élémentaire|Publique|Anglais|767
B66125|Peel DSB|561022|Roberta Bondar PS|Élémentaire|Publique|Anglais|868
B66125|Peel DSB|493318|Ross Drive P.S. (Elem)|Élémentaire|Publique|Anglais|551
B66125|Peel DSB|330632|Rowntree PS|Élémentaire|Publique|Anglais|909
B66125|Peel DSB|494275|Royal Orchard Md S|Élémentaire|Publique|Anglais|618
B66125|Peel DSB|494011|Russell D Barber PS|Élémentaire|Publique|Anglais|685
B66125|Peel DSB|107280|Ruth Thompson Md S|Élémentaire|Publique|Anglais|741
B66125|Peel DSB|939596|Sandalwood Heights SS|Secondaire|Publique|Anglais|1394
B66125|Peel DSB|501506|Sawmill Valley PS|Élémentaire|Publique|Anglais|411
B66125|Peel DSB|519588|Settler's Green PS|Élémentaire|Publique|Anglais|501
B66125|Peel DSB|156880|Shaw PS|Élémentaire|Publique|Anglais|649
B66125|Peel DSB|509019|Shelter Bay PS|Élémentaire|Publique|Anglais|436
B66125|Peel DSB|510548|Sheridan Park PS|Élémentaire|Publique|Anglais|588
B66125|Peel DSB|519871|Sherwood Mills PS|Élémentaire|Publique|Anglais|735
B66125|Peel DSB|514241|Silver Creek PS|Élémentaire|Publique|Anglais|247
B66125|Peel DSB|514357|Silverthorn PS|Élémentaire|Publique|Anglais|298
B66125|Peel DSB|209969|Sir Isaac Brock P.S. (Elem)|Élémentaire|Publique|Anglais|766
B66125|Peel DSB|514900|Sir John A. Macdonald Sr PS|Élémentaire|Publique|Anglais|556
B66125|Peel DSB|516210|Sir Wilfrid Laurier PS|Élémentaire|Publique|Anglais|294
B66125|Peel DSB|373279|Sir William Gage Md S|Élémentaire|Publique|Anglais|663
B66125|Peel DSB|516430|Sir Winston Churchill PS|Élémentaire|Publique|Anglais|466
B66125|Peel DSB|518042|Somerset Drive PS|Élémentaire|Publique|Anglais|382
B66125|Peel DSB|031851|SouthFields Village (Elem)|Élémentaire|Publique|Anglais|862
B66125|Peel DSB|527971|Springdale PS|Élémentaire|Publique|Anglais|750
B66125|Peel DSB|528137|Springfield PS|Élémentaire|Publique|Anglais|472
B66125|Peel DSB|024650|Stanley Mills PS|Élémentaire|Publique|Anglais|492
B66125|Peel DSB|962646|Stephen Lewis SS|Secondaire|Publique|Anglais|1563
B66125|Peel DSB|945978|Streetsville SS|Secondaire|Publique|Anglais|899
B66125|Peel DSB|536733|Sunny View Md S|Élémentaire|Publique|Anglais|843
B66125|Peel DSB|948187|T. L. Kennedy SS|Secondaire|Publique|Anglais|656
B66125|Peel DSB|550620|Tecumseh PS|Élémentaire|Publique|Anglais|363
B66125|Peel DSB|551040|Terry Fox PS|Élémentaire|Publique|Anglais|581
B66125|Peel DSB|551422|The Valleys Sr PS|Élémentaire|Publique|Anglais|542
B66125|Peel DSB|619299|The Woodlands|Élémentaire|Publique|Anglais|175
B66125|Peel DSB|954403|The Woodlands SS|Secondaire|Publique|Anglais|1073
B66125|Peel DSB|552259|Thomas Street Md S|Élémentaire|Publique|Anglais|791
B66125|Peel DSB|552399|Thorn Lodge PS|Élémentaire|Publique|Anglais|344
B66125|Peel DSB|168221|Thorndale PS|Élémentaire|Publique|Anglais|722
B66125|Peel DSB|552887|Thornwood PS|Élémentaire|Publique|Anglais|547
B66125|Peel DSB|557234|Tomken Road Sr PS|Élémentaire|Publique|Anglais|961
B66125|Peel DSB|561037|Treeline PS|Élémentaire|Publique|Anglais|749
B66125|Peel DSB|561045|Trelawny PS|Élémentaire|Publique|Anglais|379
B66125|Peel DSB|918440|Turner Fenton SS|Secondaire|Publique|Anglais|2042
B66125|Peel DSB|578835|Vista Heights PS|Élémentaire|Publique|Anglais|768
B66125|Peel DSB|107284|Walnut Grove P.S. (Elem)|Élémentaire|Publique|Anglais|976
B66125|Peel DSB|951404|West Credit SS|Secondaire|Publique|Anglais|520
B66125|Peel DSB|598720|Westacres PS|Élémentaire|Publique|Anglais|254
B66125|Peel DSB|600091|Westervelts Corners PS|Élémentaire|Publique|Anglais|363
B66125|Peel DSB|604780|Whitehorn PS|Élémentaire|Publique|Anglais|774
B66125|Peel DSB|605093|Whiteoaks PS|Élémentaire|Publique|Anglais|685
B66125|Peel DSB|505790|William G. Davis Sr PS|Élémentaire|Publique|Anglais|580
B66125|Peel DSB|614238|Williams Parkway Sr PS|Élémentaire|Publique|Anglais|696
B66125|Peel DSB|609382|Willow Glen PS|Élémentaire|Publique|Anglais|197
B66125|Peel DSB|618063|Willow Way PS|Élémentaire|Publique|Anglais|324
B66125|Peel DSB|619981|Worthington PS|Élémentaire|Publique|Anglais|836
B79910|Penetanguishene PSSB|439738|Burkevale Protestant Sep S|Élémentaire|Publique|Anglais|219
B67067|Peterborough Victoria Northumberland and Clarington CDSB|706299|Good Shepherd C Elem S|Élémentaire|Catholique|Anglais|476
B67067|Peterborough Victoria Northumberland and Clarington CDSB|704261|Holy Cross Catholic SS|Secondaire|Catholique|Anglais|692
B67067|Peterborough Victoria Northumberland and Clarington CDSB|737970|Holy Family C Elem S|Élémentaire|Catholique|Anglais|619
B67067|Peterborough Victoria Northumberland and Clarington CDSB|720240|Holy Trinity Catholic SS|Secondaire|Catholique|Anglais|776
B67067|Peterborough Victoria Northumberland and Clarington CDSB|721344|Immaculate Conception C Elem S|Élémentaire|Catholique|Anglais|231
B67067|Peterborough Victoria Northumberland and Clarington CDSB|731358|Monsignor Leo Cleary C Elem S|Élémentaire|Catholique|Anglais|183
B67067|Peterborough Victoria Northumberland and Clarington CDSB|730688|Monsignor O'Donoghue C Elem S|Élémentaire|Catholique|Anglais|419
B67067|Peterborough Victoria Northumberland and Clarington CDSB|733253|Mother Teresa C Elem S|Élémentaire|Catholique|Anglais|404
B67067|Peterborough Victoria Northumberland and Clarington CDSB|832146|Notre Dame C Elem S|Élémentaire|Catholique|Anglais|243
B67067|Peterborough Victoria Northumberland and Clarington CDSB|767751|St. Alphonsus C Elem S|Élémentaire|Catholique|Anglais|219
B67067|Peterborough Victoria Northumberland and Clarington CDSB|771783|St. Anne C Elem S|Élémentaire|Catholique|Anglais|571
B67067|Peterborough Victoria Northumberland and Clarington CDSB|774383|St. Anthony C Elem S|Élémentaire|Catholique|Anglais|424
B67067|Peterborough Victoria Northumberland and Clarington CDSB|781304|St. Catherine C Elem S|Élémentaire|Catholique|Anglais|747
B67067|Peterborough Victoria Northumberland and Clarington CDSB|786667|St. Dominic C Elem S|Élémentaire|Catholique|Anglais|341
B67067|Peterborough Victoria Northumberland and Clarington CDSB|788147|St. Elizabeth C Elem S|Élémentaire|Catholique|Anglais|503
B67067|Peterborough Victoria Northumberland and Clarington CDSB|850977|St. Francis of Assisi C Elem S|Élémentaire|Catholique|Anglais|476
B67067|Peterborough Victoria Northumberland and Clarington CDSB|705489|St. John C Elem S|Élémentaire|Catholique|Anglais|30
B67067|Peterborough Victoria Northumberland and Clarington CDSB|804932|St. John C Elem S|Élémentaire|Catholique|Anglais|250
B67067|Peterborough Victoria Northumberland and Clarington CDSB|751383|St. John Paul II C Elem S|Élémentaire|Catholique|Anglais|217
B67067|Peterborough Victoria Northumberland and Clarington CDSB|704318|St. Joseph C Elem S|Élémentaire|Catholique|Anglais|194
B67067|Peterborough Victoria Northumberland and Clarington CDSB|741620|St. Joseph C Elem S|Élémentaire|Catholique|Anglais|157
B67067|Peterborough Victoria Northumberland and Clarington CDSB|809535|St. Joseph C Elem S|Élémentaire|Catholique|Anglais|478
B67067|Peterborough Victoria Northumberland and Clarington CDSB|705870|St. Luke C Elem S|Élémentaire|Catholique|Anglais|176
B67067|Peterborough Victoria Northumberland and Clarington CDSB|706000|St. Martin C Elem S|Élémentaire|Catholique|Anglais|327
B67067|Peterborough Victoria Northumberland and Clarington CDSB|825654|St. Mary C Elem S|Élémentaire|Catholique|Anglais|229
B67067|Peterborough Victoria Northumberland and Clarington CDSB|828858|St. Mary C Elem S|Élémentaire|Catholique|Anglais|224
B67067|Peterborough Victoria Northumberland and Clarington CDSB|830020|St. Mary C Elem S|Élémentaire|Catholique|Anglais|118
B67067|Peterborough Victoria Northumberland and Clarington CDSB|830410|St. Mary Catholic SS|Secondaire|Catholique|Anglais|756
B67067|Peterborough Victoria Northumberland and Clarington CDSB|829242|St. Michael C Elem S|Élémentaire|Catholique|Anglais|215
B67067|Peterborough Victoria Northumberland and Clarington CDSB|840165|St. Patrick C Elem S|Élémentaire|Catholique|Anglais|276
B67067|Peterborough Victoria Northumberland and Clarington CDSB|841498|St. Paul C Elem S|Élémentaire|Catholique|Anglais|257
B67067|Peterborough Victoria Northumberland and Clarington CDSB|842893|St. Paul C Elem S|Élémentaire|Catholique|Anglais|205
B67067|Peterborough Victoria Northumberland and Clarington CDSB|843024|St. Paul C Elem S|Élémentaire|Catholique|Anglais|401
B67067|Peterborough Victoria Northumberland and Clarington CDSB|845361|St. Peter Catholic SS|Secondaire|Catholique|Anglais|1068
B67067|Peterborough Victoria Northumberland and Clarington CDSB|851116|St. Stephen Catholic SS|Secondaire|Catholique|Anglais|942
B67067|Peterborough Victoria Northumberland and Clarington CDSB|851477|St. Teresa C Elem S|Élémentaire|Catholique|Anglais|271
B67067|Peterborough Victoria Northumberland and Clarington CDSB|855006|St. Thomas Aquinas Catholic SS|Secondaire|Catholique|Anglais|325
B28029|Rainbow DSB|185930|A B Ellis|Élémentaire|Publique|Anglais|273
B28029|Rainbow DSB|002283|Adamsdale PS|Élémentaire|Publique|Anglais|168
B28029|Rainbow DSB|911609|Adult Day School|Secondaire|Publique|Anglais|69
B28029|Rainbow DSB|009563|Alexander PS|Élémentaire|Publique|Anglais|284
B28029|Rainbow DSB|011550|Algonquin Road PS|Élémentaire|Publique|Anglais|318
B28029|Rainbow DSB|011525|Alternative Program E S|Élémentaire|Publique|Anglais|<10
B28029|Rainbow DSB|026590|Assiginack PS|Élémentaire|Publique|Anglais|130
B28029|Rainbow DSB|941542|Barrydowne College Senior|Secondaire|Publique|Anglais|205
B28029|Rainbow DSB|073393|C R Judd PS|Élémentaire|Publique|Anglais|153
B28029|Rainbow DSB|084310|Carl A Nesbitt PS|Élémentaire|Publique|Anglais|232
B28029|Rainbow DSB|085618|Central Manitoulin PS|Élémentaire|Publique|Anglais|173
B28029|Rainbow DSB|101478|Charles C McLean PS|Élémentaire|Publique|Anglais|168
B28029|Rainbow DSB|105635|Chelmsford PS|Élémentaire|Publique|Anglais|249
B28029|Rainbow DSB|901121|Chelmsford Valley District Comp S|Secondaire|Publique|Anglais|225
B28029|Rainbow DSB|105627|Chelmsford Valley District S|Élémentaire|Publique|Anglais|55
B28029|Rainbow DSB|107719|Churchill PS|Élémentaire|Publique|Anglais|442
B28029|Rainbow DSB|895237|Confederation SS|Secondaire|Publique|Anglais|612
B28029|Rainbow DSB|122920|Copper Cliff PS|Élémentaire|Publique|Anglais|191
B28029|Rainbow DSB|131008|Cyril Varney PS|Élémentaire|Publique|Anglais|275
B28029|Rainbow DSB|004502|Ernie Checkeris PS|Élémentaire|Publique|Anglais|153
B28029|Rainbow DSB|909319|Espanola HS|Secondaire|Publique|Anglais|534
B28029|Rainbow DSB|672785|Jean Hanson Public School|Élémentaire|Publique|Anglais|60
B28029|Rainbow DSB|308439|Lansdowne PS|Élémentaire|Publique|Anglais|258
B28029|Rainbow DSB|145807|Larchwood PS|Élémentaire|Publique|Anglais|115
B28029|Rainbow DSB|920622|Lasalle SS|Secondaire|Publique|Anglais|734
B28029|Rainbow DSB|311944|Levack PS|Élémentaire|Publique|Anglais|153
B28029|Rainbow DSB|314676|Little Current PS|Élémentaire|Publique|Anglais|308
B28029|Rainbow DSB|923354|Lively DSS|Secondaire|Publique|Anglais|304
B28029|Rainbow DSB|116646|Lively District E S|Élémentaire|Publique|Anglais|133
B28029|Rainbow DSB|923486|Lo-Ellen Park SS|Secondaire|Publique|Anglais|605
B28029|Rainbow DSB|923613|Lockerby Comp S|Secondaire|Publique|Anglais|794
B28029|Rainbow DSB|026336|M W Moore PS|Élémentaire|Publique|Anglais|<10
B28029|Rainbow DSB|924598|M W Moore SS|Secondaire|Publique|Anglais|<10
B28029|Rainbow DSB|328197|MacLeod PS|Élémentaire|Publique|Anglais|584
B28029|Rainbow DSB|924679|Manitoulin SS|Secondaire|Publique|Anglais|444
B28029|Rainbow DSB|237582|Markstay PS|Élémentaire|Publique|Anglais|120
B28029|Rainbow DSB|125261|Monetville PS|Élémentaire|Publique|Anglais|72
B28029|Rainbow DSB|902935|N'Swakamok Native Alternative School|Secondaire|Publique|Anglais|51
B28029|Rainbow DSB|410918|Northeastern E S|Élémentaire|Publique|Anglais|489
B28029|Rainbow DSB|243043|Pinecrest PS|Élémentaire|Publique|Anglais|166
B28029|Rainbow DSB|456632|Princess Anne PS|Élémentaire|Publique|Anglais|459
B28029|Rainbow DSB|464309|Queen Elizabeth II PS|Élémentaire|Publique|Anglais|196
B28029|Rainbow DSB|468070|R L Beattie PS|Élémentaire|Publique|Anglais|500
B28029|Rainbow DSB|136964|R. H. Murray PS|Élémentaire|Publique|Anglais|97
B28029|Rainbow DSB|479403|Redwood Acres PS|Élémentaire|Publique|Anglais|262
B28029|Rainbow DSB|496154|S Geiger PS|Élémentaire|Publique|Anglais|93
B28029|Rainbow DSB|941298|Sudbury SS|Secondaire|Publique|Anglais|610
B28029|Rainbow DSB|569992|Valley View PS|Élémentaire|Publique|Anglais|539
B28029|Rainbow DSB|314935|Walden PS|Élémentaire|Publique|Anglais|475
B28029|Rainbow DSB|590924|Webbwood PS|Élémentaire|Publique|Anglais|47
B28029|Rainbow DSB|602558|Westmount Avenue PS|Élémentaire|Publique|Anglais|133
B28053|Rainy River DSB|892939|Atikokan HS|Secondaire|Publique|Anglais|173
B28053|Rainy River DSB|343404|Atikokan HS E|Élémentaire|Publique|Anglais|44
B28053|Rainy River DSB|097209|Crossroads E PS|Élémentaire|Publique|Anglais|160
B28053|Rainy River DSB|141518|Donald Young PS|Élémentaire|Publique|Anglais|186
B28053|Rainy River DSB|910872|Fort Frances HS|Secondaire|Publique|Anglais|819
B28053|Rainy River DSB|280747|J W Walker PS|Élémentaire|Publique|Anglais|366
B28053|Rainy River DSB|350818|McCrosson-Tovell PS|Élémentaire|Publique|Anglais|25
B28053|Rainy River DSB|366285|Mine Centre PS|Élémentaire|Publique|Anglais|71
B28053|Rainy River DSB|383058|Nestor Falls PS|Élémentaire|Publique|Anglais|15
B28053|Rainy River DSB|500445|North Star Community S|Élémentaire|Publique|Anglais|130
B28053|Rainy River DSB|937657|Rainy River HS|Secondaire|Publique|Anglais|174
B28053|Rainy River DSB|009954|Riverview E S|Élémentaire|Publique|Anglais|118
B28053|Rainy River DSB|487830|Robert Moore PS|Élémentaire|Publique|Anglais|476
B28053|Rainy River DSB|540005|Sturgeon Creek S|Élémentaire|Publique|Anglais|178
B67199|Renfrew County CDSB|689939|Bishop Smith Catholic HS|Secondaire|Catholique|Anglais|609
B67199|Renfrew County CDSB|689343|Bishop Smith Sep S|Élémentaire|Catholique|Anglais|147
B67199|Renfrew County CDSB|695211|Cathedral Catholic S|Élémentaire|Catholique|Anglais|142
B67199|Renfrew County CDSB|752410|George Vanier Sep S|Élémentaire|Catholique|Anglais|39
B67199|Renfrew County CDSB|717185|Holy Name Sep S|Élémentaire|Catholique|Anglais|143
B67199|Renfrew County CDSB|742147|Our Lady of Fatima Sep S|Élémentaire|Catholique|Anglais|302
B67199|Renfrew County CDSB|744654|Our Lady of Grace Sep S|Élémentaire|Catholique|Anglais|53
B67199|Renfrew County CDSB|745910|Our Lady of Lourdes Sep S|Élémentaire|Catholique|Anglais|283
B67199|Renfrew County CDSB|748129|Our Lady of Sorrows Sep S|Élémentaire|Catholique|Anglais|329
B67199|Renfrew County CDSB|769185|St Andrew's Sep S|Élémentaire|Catholique|Anglais|132
B67199|Renfrew County CDSB|774251|St Anthony's Sep S|Élémentaire|Catholique|Anglais|121
B67199|Renfrew County CDSB|753580|St Francis of Assisi Catholic S|Élémentaire|Catholique|Anglais|285
B67199|Renfrew County CDSB|798568|St James Sep S|Élémentaire|Catholique|Anglais|107
B67199|Renfrew County CDSB|802980|St John Bosco Sep S|Élémentaire|Catholique|Anglais|151
B67199|Renfrew County CDSB|814962|St Joseph's HS|Secondaire|Catholique|Anglais|394
B67199|Renfrew County CDSB|806234|St Joseph's Sep S|Élémentaire|Catholique|Anglais|351
B67199|Renfrew County CDSB|806382|St Joseph's Sep S|Élémentaire|Catholique|Anglais|35
B67199|Renfrew County CDSB|829501|St Mary's Sep S|Élémentaire|Catholique|Anglais|227
B67199|Renfrew County CDSB|829870|St Mary's Sep S|Élémentaire|Catholique|Anglais|21
B67199|Renfrew County CDSB|835226|St Michael's Sep S|Élémentaire|Catholique|Anglais|162
B67199|Renfrew County CDSB|856410|St Thomas the Apostle Sep S|Élémentaire|Catholique|Anglais|225
B67199|Renfrew County CDSB|724076|St. John XXIII Sep S|Élémentaire|Catholique|Anglais|267
B67199|Renfrew County CDSB|854186|St. Joseph's Sep S|Élémentaire|Catholique|Anglais|75
B66214|Renfrew County DSB|018830|A J Charbonneau E PS|Élémentaire|Publique|Anglais|291
B66214|Renfrew County DSB|002305|Admaston Township PS|Élémentaire|Publique|Anglais|142
B66214|Renfrew County DSB|892416|Arnprior DHS|Secondaire|Publique|Anglais|661
B66214|Renfrew County DSB|037648|Beachburg PS|Élémentaire|Publique|Anglais|135
B66214|Renfrew County DSB|093157|Central PS|Élémentaire|Publique|Anglais|141
B66214|Renfrew County DSB|100757|Champlain Discovery PS|Élémentaire|Publique|Anglais|448
B66214|Renfrew County DSB|113956|Cobden District PS|Élémentaire|Publique|Anglais|328
B66214|Renfrew County DSB|167380|Eganville & District PS|Élémentaire|Publique|Anglais|405
B66214|Renfrew County DSB|925365|Fellowes HS|Secondaire|Publique|Anglais|829
B66214|Renfrew County DSB|253472|Herman Street PS|Élémentaire|Publique|Anglais|246
B66214|Renfrew County DSB|256307|Highview PS|Élémentaire|Publique|Anglais|437
B66214|Renfrew County DSB|291790|Killaloe PS|Élémentaire|Publique|Anglais|128
B66214|Renfrew County DSB|291404|Mackenzie Community School - Elementary S|Élémentaire|Publique|Anglais|338
B66214|Renfrew County DSB|904767|Mackenzie Community School - Secondary S|Secondaire|Publique|Anglais|262
B66214|Renfrew County DSB|380326|Madawaska PS|Élémentaire|Publique|Anglais|23
B66214|Renfrew County DSB|924431|Madawaska Valley DHS|Secondaire|Publique|Anglais|378
B66214|Renfrew County DSB|355224|McNab PS|Élémentaire|Publique|Anglais|269
B66214|Renfrew County DSB|932434|Opeongo HS|Secondaire|Publique|Anglais|383
B66214|Renfrew County DSB|469114|Palmer Rapids PS|Élémentaire|Publique|Anglais|136
B66214|Renfrew County DSB|444677|Pine View PS|Élémentaire|Publique|Anglais|196
B66214|Renfrew County DSB|462489|Queen Elizabeth PS|Élémentaire|Publique|Anglais|300
B66214|Renfrew County DSB|937916|Renfrew CI|Secondaire|Publique|Anglais|425
B66214|Renfrew County DSB|193735|Renfrew Collegiate Intermediate S|Élémentaire|Publique|Anglais|157
B66214|Renfrew County DSB|937983|Renfrew County Adult Day S|Secondaire|Publique|Anglais|191
B66214|Renfrew County DSB|011770|Rockwood PS|Élémentaire|Publique|Anglais|429
B66214|Renfrew County DSB|032700|Sherwood PS|Élémentaire|Publique|Anglais|104
B66214|Renfrew County DSB|123885|Valour JK to 12 School - Elementary S|Élémentaire|Publique|Anglais|798
B66214|Renfrew County DSB|902747|Valour JK to 12 School - Secondary S|Secondaire|Publique|Anglais|426
B66214|Renfrew County DSB|090557|Walter Zadow PS|Élémentaire|Publique|Anglais|366
B66214|Renfrew County DSB|600156|Westmeath PS|Élémentaire|Publique|Anglais|60
B66214|Renfrew County DSB|605492|Whitney PS|Élémentaire|Publique|Anglais|23
B66109|Simcoe County DSB|002933|Adjala Central PS|Élémentaire|Publique|Anglais|239
B66109|Simcoe County DSB|003131|Admiral Collingwood E S|Élémentaire|Publique|Anglais|580
B66109|Simcoe County DSB|277495|Alcona Glen E S|Élémentaire|Publique|Anglais|876
B66109|Simcoe County DSB|011584|Algonquin Ridge E S|Élémentaire|Publique|Anglais|559
B66109|Simcoe County DSB|012971|Allandale Heights PS|Élémentaire|Publique|Anglais|312
B66109|Simcoe County DSB|941174|Alliston Campus|Secondaire|Publique|Anglais|33
B66109|Simcoe County DSB|186666|Alliston Union PS|Élémentaire|Publique|Anglais|702
