Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B67083|Dufferin-Peel CDSB|821365|St Maria Goretti E S|Elementary|Catholic|English|318
B67083|Dufferin-Peel CDSB|823090|St Mark Sep S|Elementary|Catholic|English|253
B67083|Dufferin-Peel CDSB|823953|St Martin SS|Secondary|Catholic|English|1,103
B67083|Dufferin-Peel CDSB|824950|St Mary E S|Elementary|Catholic|English|264
B67083|Dufferin-Peel CDSB|832308|St Matthew Sep S|Elementary|Catholic|English|324
B67083|Dufferin-Peel CDSB|835536|St Monica E S|Elementary|Catholic|English|429
B67083|Dufferin-Peel CDSB|836036|St Nicholas E S|Elementary|Catholic|English|672
B67083|Dufferin-Peel CDSB|839256|St Patrick S|Elementary|Catholic|English|212
B67083|Dufferin-Peel CDSB|841730|St Paul SS|Secondary|Catholic|English|386
B67083|Dufferin-Peel CDSB|843547|St Peter Sep S|Elementary|Catholic|English|276
B67083|Dufferin-Peel CDSB|845779|St Philip E S|Elementary|Catholic|English|382
B67083|Dufferin-Peel CDSB|846473|St Pio of Pietrelcina E S|Elementary|Catholic|English|460
B67083|Dufferin-Peel CDSB|847933|St Raphael S|Elementary|Catholic|English|236
B67083|Dufferin-Peel CDSB|848751|St Raymond E S|Elementary|Catholic|English|401
B67083|Dufferin-Peel CDSB|848930|St Richard S|Elementary|Catholic|English|288
B67083|Dufferin-Peel CDSB|849286|St Rita E S|Elementary|Catholic|English|837
B67083|Dufferin-Peel CDSB|850071|St Rose of Lima Sep S|Elementary|Catholic|English|376
B67083|Dufferin-Peel CDSB|850217|St Sebastian C Elem S|Elementary|Catholic|English|596
B67083|Dufferin-Peel CDSB|850365|St Simon Stock E S|Elementary|Catholic|English|336
B67083|Dufferin-Peel CDSB|850403|St Sofia S|Elementary|Catholic|English|533
B67083|Dufferin-Peel CDSB|851000|St Stephen Sep S|Elementary|Catholic|English|354
B67083|Dufferin-Peel CDSB|851299|St Teresa of Avila Sep S|Elementary|Catholic|English|388
B67083|Dufferin-Peel CDSB|852651|St Therese of the Child Jesus (Elem) Sep S|Elementary|Catholic|English|562
B67083|Dufferin-Peel CDSB|854530|St Thomas Aquinas SS|Secondary|Catholic|English|1,934
B67083|Dufferin-Peel CDSB|856207|St Thomas More S|Elementary|Catholic|English|583
B67083|Dufferin-Peel CDSB|856673|St Timothy S|Elementary|Catholic|English|622
B67083|Dufferin-Peel CDSB|856959|St Ursula E S|Elementary|Catholic|English|524
B67083|Dufferin-Peel CDSB|858420|St Valentine E S|Elementary|Catholic|English|392
B67083|Dufferin-Peel CDSB|857165|St Veronica E S|Elementary|Catholic|English|433
B67083|Dufferin-Peel CDSB|865362|St Vincent de Paul Sep S|Elementary|Catholic|English|185
B67083|Dufferin-Peel CDSB|683246|St.  Aidan Catholic E S|Elementary|Catholic|English|490
B67083|Dufferin-Peel CDSB|715030|St. Alphonsa C Elem S|Elementary|Catholic|English|227
B67083|Dufferin-Peel CDSB|812896|St. André Bessette C Elem S|Elementary|Catholic|English|693
B67083|Dufferin-Peel CDSB|775797|St. Barbara E S|Elementary|Catholic|English|438
B67083|Dufferin-Peel CDSB|738857|St. Bernard of Clairvaux C Elem S|Elementary|Catholic|English|703
B67083|Dufferin-Peel CDSB|684199|St. Bonaventure Catholic E S|Elementary|Catholic|English|508
B67083|Dufferin-Peel CDSB|783161|St. Charles Garnier S|Elementary|Catholic|English|209
B67083|Dufferin-Peel CDSB|706631|St. James Catholic Global Learning Centr|Elementary|Catholic|English|231
B67083|Dufferin-Peel CDSB|776175|St. Jean-Marie Vianney C Elem S|Elementary|Catholic|English|600
B67083|Dufferin-Peel CDSB|696056|St. Joan of Arc Catholic SS|Secondary|Catholic|English|1,099
B67083|Dufferin-Peel CDSB|750557|St. John Paul II C Elem S|Elementary|Catholic|English|669
B67083|Dufferin-Peel CDSB|724106|St. John XXIII Catholic E S|Elementary|Catholic|English|195
B67083|Dufferin-Peel CDSB|721020|St. Josephine Bakhita Catholic E S|Elementary|Catholic|English|683
B67083|Dufferin-Peel CDSB|688182|St. Lucy C Elem S|Elementary|Catholic|English|532
B67083|Dufferin-Peel CDSB|864570|St. Michael Catholic SS|Secondary|Catholic|English|1,245
B67083|Dufferin-Peel CDSB|784979|St. Roch Catholic SS|Secondary|Catholic|English|1,397
B67083|Dufferin-Peel CDSB|863785|Sts Martha & Mary Sep S|Elementary|Catholic|English|363
B67083|Dufferin-Peel CDSB|843466|Sts. Peter & Paul CS|Elementary|Catholic|English|216
B67083|Dufferin-Peel CDSB|706418|Venerable Michael McGivney C Elem S|Elementary|Catholic|English|479
B67105|Durham CDSB|685984|All Saints Catholic Secondary School|Secondary|Catholic|English|820
B67105|Durham CDSB|703923|Archbishop Denis O'Connor Catholic HS|Secondary|Catholic|English|727
B67105|Durham CDSB|806972|Blessed Pope John Paull II C Elem S|Elementary|Catholic|English|380
B67105|Durham CDSB|771406|Brother Andre CS|Elementary|Catholic|English|306
B67105|Durham CDSB|682867|Father Donald MacLellan Catholic Sec Sch CS|Secondary|Catholic|English|211
B67105|Durham CDSB|706990|Father Joseph Venini Catholic S|Elementary|Catholic|English|297
B67105|Durham CDSB|710083|Father Leo J Austin Catholic SS|Secondary|Catholic|English|1,002
B67105|Durham CDSB|871140|Fr Fenelon CS|Elementary|Catholic|English|366
B67105|Durham CDSB|710954|Good Shepherd Catholic S|Elementary|Catholic|English|198
B67105|Durham CDSB|720313|Holy Family Catholic S|Elementary|Catholic|English|79
B67105|Durham CDSB|724084|John XXIII Catholic S|Elementary|Catholic|English|198
B67105|Durham CDSB|735060|Monsignor John Pereyma Catholic SS|Secondary|Catholic|English|472
B67105|Durham CDSB|826211|Monsignor John Pereyma Elementary CS|Elementary|Catholic|English|140
B67105|Durham CDSB|741310|Monsignor Paul Dwyer Catholic HS|Secondary|Catholic|English|849
B67105|Durham CDSB|845884|Monsignor Philip Coffey Catholic S|Elementary|Catholic|English|238
B67105|Durham CDSB|733040|Mother Teresa Catholic S|Elementary|Catholic|English|317
B67105|Durham CDSB|738050|Notre Dame Catholic SS|Secondary|Catholic|English|1,086
B67105|Durham CDSB|764434|Sir Albert Love Catholic S|Elementary|Catholic|English|249
B67105|Durham CDSB|777242|St Bernadette Catholic S|Elementary|Catholic|English|614
B67105|Durham CDSB|762083|St Bernard Catholic S|Elementary|Catholic|English|303
B67105|Durham CDSB|691259|St Bridget Catholic S|Elementary|Catholic|English|471
B67105|Durham CDSB|781282|St Catherine of Siena Catholic S|Elementary|Catholic|English|375
B67105|Durham CDSB|784133|St Christopher Catholic S|Elementary|Catholic|English|428
B67105|Durham CDSB|789178|St Elizabeth Seton Catholic S|Elementary|Catholic|English|786
B67105|Durham CDSB|791806|St Francis de Sales Catholic S|Elementary|Catholic|English|172
B67105|Durham CDSB|796352|St Hedwig Catholic S|Elementary|Catholic|English|114
B67105|Durham CDSB|798258|St Isaac Jogues Catholic S|Elementary|Catholic|English|592
B67105|Durham CDSB|798460|St James Catholic S|Elementary|Catholic|English|384
B67105|Durham CDSB|803057|St John Bosco Catholic S|Elementary|Catholic|English|531
B67105|Durham CDSB|805327|St John the Evangelist Catholic S|Elementary|Catholic|English|267
B67105|Durham CDSB|811696|St Joseph Catholic S|Elementary|Catholic|English|324
B67105|Durham CDSB|814423|St Joseph Catholic S|Elementary|Catholic|English|456
B67105|Durham CDSB|762733|St Josephine Bakhita Catholic E S|Elementary|Catholic|English|675
B67105|Durham CDSB|772020|St Jude Catholic S|Elementary|Catholic|English|362
B67105|Durham CDSB|750435|St Kateri Tekakwitha CS|Elementary|Catholic|English|423
B67105|Durham CDSB|818844|St Leo Catholic S|Elementary|Catholic|English|275
B67105|Durham CDSB|820830|St Luke the Evangelist Catholic S|Elementary|Catholic|English|490
B67105|Durham CDSB|730718|St Marguerite d'Youville Catholic S|Elementary|Catholic|English|283
B67105|Durham CDSB|823015|St Mark the Evangelist Catholic S|Elementary|Catholic|English|637
B67105|Durham CDSB|826278|St Mary Catholic SS|Secondary|Catholic|English|1,559
B67105|Durham CDSB|830801|St Matthew the Evangelist Catholic S|Elementary|Catholic|English|434
B67105|Durham CDSB|835668|St Monica Catholic S|Elementary|Catholic|English|341
B67105|Durham CDSB|840696|St Patrick Catholic S|Elementary|Catholic|English|749
B67105|Durham CDSB|843156|St Paul Catholic S|Elementary|Catholic|English|307
B67105|Durham CDSB|852902|St Theresa Catholic S|Elementary|Catholic|English|196
B67105|Durham CDSB|854980|St Thomas Aquinas Catholic S|Elementary|Catholic|English|281
B67105|Durham CDSB|858960|St Wilfrid Catholic S|Elementary|Catholic|English|520
B66060|Durham DSB|002801|Adelaide Mclaughlin PS|Elementary|Public|English|283
B66060|Durham DSB|890855|Ajax HS|Secondary|Public|English|1,136
B66060|Durham DSB|009008|Alexander Graham Bell PS|Elementary|Public|English|529
B66060|Durham DSB|014052|Altona Forest PS|Elementary|Public|English|382
B66060|Durham DSB|892025|Anderson C & VI|Secondary|Public|English|885
B66060|Durham DSB|020036|Applecroft PS|Elementary|Public|English|318
B66060|Durham DSB|036609|Bayview Heights PS|Elementary|Public|English|373
B66060|Durham DSB|038083|Beau Valley PS|Elementary|Public|English|270
B66060|Durham DSB|038164|Beaverton PS|Elementary|Public|English|167
B66060|Durham DSB|042269|Bellwood PS|Elementary|Public|English|460
B66060|Durham DSB|637517|Blair Ridge Public School|Elementary|Public|English|716
B66060|Durham DSB|033880|Bobby Orr PS|Elementary|Public|English|238
B66060|Durham DSB|033952|Bolton C Falby PS|Elementary|Public|English|582
B66060|Durham DSB|896446|Brock HS|Secondary|Public|English|392
B66060|Durham DSB|934991|Brooklin HS|Secondary|Public|English|1,129
B66060|Durham DSB|179554|Brooklin Village PS|Elementary|Public|English|751
B66060|Durham DSB|072907|C E Broughton PS|Elementary|Public|English|295
B66060|Durham DSB|073547|Cadarackque PS|Elementary|Public|English|689
B66060|Durham DSB|082686|Captain Michael VandenBos PS|Elementary|Public|English|637
B66060|Durham DSB|097110|Carruthers Creek PS|Elementary|Public|English|774
B66060|Durham DSB|094587|Cartwright Central PS|Elementary|Public|English|317
B66060|Durham DSB|619779|Chris Hadfield P.S. (Elem)|Elementary|Public|English|864
B66060|Durham DSB|022128|Clara Hughes Public School E PS|Elementary|Public|English|624
B66060|Durham DSB|443638|Claremont PS|Elementary|Public|English|171
B66060|Durham DSB|117463|College Hill PS|Elementary|Public|English|243
B66060|Durham DSB|116840|Colonel J E Farewell PS|Elementary|Public|English|456
B66060|Durham DSB|124222|Coronation PS|Elementary|Public|English|439
B66060|Durham DSB|933156|DCE - Under 21 CI & VS|Secondary|Public|English|<10
B66060|Durham DSB|170662|David Bouchard P.S. E PS|Elementary|Public|English|594
B66060|Durham DSB|904392|Donald A Wilson SS|Secondary|Public|English|1,063
B66060|Durham DSB|147109|Dr C F Cannon PS|Elementary|Public|English|396
B66060|Durham DSB|147885|Dr Robert Thornton PS|Elementary|Public|English|320
B66060|Durham DSB|147915|Dr Roberta Bondar PS|Elementary|Public|English|428
B66060|Durham DSB|148148|Dr S J Phillips PS|Elementary|Public|English|708
B66060|Durham DSB|005215|Duffin's Bay PS|Elementary|Public|English|247
B66060|Durham DSB|905674|Dunbarton HS|Secondary|Public|English|1,467
B66060|Durham DSB|905585|Durham Alternative SS|Secondary|Public|English|442
B66060|Durham DSB|165514|Eagle Ridge PS|Elementary|Public|English|538
B66060|Durham DSB|156078|Earl A Fairman PS|Elementary|Public|English|233
B66060|Durham DSB|906565|Eastdale C & VI|Secondary|Public|English|1,059
B66060|Durham DSB|493031|Elizabeth B Phin PS|Elementary|Public|English|365
B66060|Durham DSB|477567|Epsom PS|Elementary|Public|English|38
B66060|Durham DSB|192210|Fairport Beach PS|Elementary|Public|English|202
B66060|Durham DSB|193119|Fallingbrook PS|Elementary|Public|English|412
B66060|Durham DSB|531551|Forest View PS|Elementary|Public|English|453
B66060|Durham DSB|206253|Frenchman's Bay PS|Elementary|Public|English|551
B66060|Durham DSB|911291|G L Roberts C & VI|Secondary|Public|English|444
B66060|Durham DSB|210277|Gandatsetiagon PS|Elementary|Public|English|471
B66060|Durham DSB|213829|Glen Dhu PS|Elementary|Public|English|492
B66060|Durham DSB|218103|Glen Street PS|Elementary|Public|English|428
B66060|Durham DSB|219908|Glengrove PS|Elementary|Public|English|325
B66060|Durham DSB|567787|Goodwood PS|Elementary|Public|English|192
B66060|Durham DSB|221805|Gordon B Attersley PS|Elementary|Public|English|388
B66060|Durham DSB|477435|Greenbank PS|Elementary|Public|English|140
B66060|Durham DSB|244791|Harmony Heights PS|Elementary|Public|English|313
B66060|Durham DSB|916331|Henry Street HS|Secondary|Public|English|760
B66060|Durham DSB|231533|Highbush PS|Elementary|Public|English|469
B66060|Durham DSB|259160|Hillsdale PS|Elementary|Public|English|153
B66060|Durham DSB|918423|J Clarke Richardson Collegiate|Secondary|Public|English|1,766
B66060|Durham DSB|280844|Jack Miner PS|Elementary|Public|English|515
B66060|Durham DSB|283495|John Dryden PS|Elementary|Public|English|704
B66060|Durham DSB|286095|Joseph Gould PS|Elementary|Public|English|548
B66060|Durham DSB|446033|Julie Payette|Elementary|Public|English|825
B66060|Durham DSB|124745|Kedron PS|Elementary|Public|English|476
B66060|Durham DSB|304379|Lakeside PS|Elementary|Public|English|302
B66060|Durham DSB|099872|Lakewoods PS|Elementary|Public|English|300
B66060|Durham DSB|311707|Lester B Pearson PS|Elementary|Public|English|351
B66060|Durham DSB|313050|Lincoln Alexander PS|Elementary|Public|English|484
B66060|Durham DSB|312983|Lincoln Avenue PS|Elementary|Public|English|245
B66060|Durham DSB|321176|Lord Elgin PS|Elementary|Public|English|198
B66060|Durham DSB|328740|Maple Ridge PS|Elementary|Public|English|534
B66060|Durham DSB|348503|Mary Street Community S|Elementary|Public|English|147
B66060|Durham DSB|932345|Maxwell Heights Secondary School|Secondary|Public|English|1,602
B66060|Durham DSB|350508|McCaskill's Mills PS|Elementary|Public|English|473
B66060|Durham DSB|356271|Meadowcrest PS|Elementary|Public|English|379
B66060|Durham DSB|580847|Michaëlle Jean PS|Elementary|Public|English|730
B66060|Durham DSB|450298|Norman G. Powers PS|Elementary|Public|English|726
B66060|Durham DSB|394819|Nottingham PS|Elementary|Public|English|627
B66060|Durham DSB|932329|O'Neill C & VI|Secondary|Public|English|1,188
B66060|Durham DSB|425630|Ormiston PS|Elementary|Public|English|343
B66060|Durham DSB|935310|Pickering HS|Secondary|Public|English|1,945
B66060|Durham DSB|443573|Pierre Elliott Trudeau PS|Elementary|Public|English|756
B66060|Durham DSB|935360|Pine Ridge SS|Secondary|Public|English|1,133
B66060|Durham DSB|936227|Port Perry HS|Secondary|Public|English|1,072
B66060|Durham DSB|477303|Prince Albert PS|Elementary|Public|English|202
B66060|Durham DSB|458830|Pringle Creek PS|Elementary|Public|English|621
B66060|Durham DSB|461423|Quaker Village PS|Elementary|Public|English|413
B66060|Durham DSB|463396|Queen Elizabeth PS|Elementary|Public|English|462
B66060|Durham DSB|451177|R H Cornish PS|Elementary|Public|English|723
B66060|Durham DSB|937525|R S Mclaughlin C & VI|Secondary|Public|English|1,015
B66060|Durham DSB|336001|Robert Munsch Public School|Elementary|Public|English|767
B66060|Durham DSB|489336|Roland Michener PS|Elementary|Public|English|505
B66060|Durham DSB|201258|Romeo Dallaire Public School|Elementary|Public|English|522
B66060|Durham DSB|490563|Rosebank Road PS|Elementary|Public|English|209
B66060|Durham DSB|509736|S A Cawker PS|Elementary|Public|English|509
B66060|Durham DSB|503720|Scott Central PS|Elementary|Public|English|316
B66060|Durham DSB|197235|Seneca Trail Public School E S|Elementary|Public|English|324
B66060|Durham DSB|531049|Sherwood PS|Elementary|Public|English|768
B66060|Durham DSB|941603|Sinclair SS|Secondary|Public|English|1,533
B66060|Durham DSB|515523|Sir John A Macdonald PS|Elementary|Public|English|389
B66060|Durham DSB|520225|Sir Samuel Steele PS|Elementary|Public|English|485
B66060|Durham DSB|622044|Sir William Stephenson PS|Elementary|Public|English|425
B66060|Durham DSB|526673|Southwood Park PS|Elementary|Public|English|727
B66060|Durham DSB|536512|Stephen G Saywell PS|Elementary|Public|English|371
B66060|Durham DSB|559271|Stonecrest E PS|Elementary|Public|English|560
B66060|Durham DSB|542148|Sunderland PS|Elementary|Public|English|329
B66060|Durham DSB|543861|Sunset Heights PS|Elementary|Public|English|439
B66060|Durham DSB|551066|Terry Fox PS|Elementary|Public|English|406
B66060|Durham DSB|096270|Thorah Central PS|Elementary|Public|English|124
B66060|Durham DSB|566870|Uxbridge PS|Elementary|Public|English|356
B66060|Durham DSB|948969|Uxbridge SS|Secondary|Public|English|1,239
B66060|Durham DSB|569933|Valley Farm PS|Elementary|Public|English|630
B66060|Durham DSB|569216|Valley View PS|Elementary|Public|English|339
B66060|Durham DSB|570389|Vaughan Willard PS|Elementary|Public|English|265
B66060|Durham DSB|577049|Village Union PS|Elementary|Public|English|355
B66060|Durham DSB|092886|Vimy Ridge Public School|Elementary|Public|English|619
B66060|Durham DSB|577669|Vincent Massey PS|Elementary|Public|English|462
B66060|Durham DSB|093700|Walter E Harris PS|Elementary|Public|English|588
B66060|Durham DSB|590916|Waverly PS|Elementary|Public|English|383
B66060|Durham DSB|325635|West Lynde PS|Elementary|Public|English|432
B66060|Durham DSB|598909|Westcreek PS|Elementary|Public|English|353
B66060|Durham DSB|595535|Westney Heights PS|Elementary|Public|English|360
B66060|Durham DSB|171101|Whitby Shores P.S. PS|Elementary|Public|English|680
B66060|Durham DSB|610704|William Dunbar PS|Elementary|Public|English|624
B66060|Durham DSB|525960|Williamsburg PS|Elementary|Public|English|706
B66060|Durham DSB|614904|Winchester PS|Elementary|Public|English|573
B66060|Durham DSB|617440|Woodcrest PS|Elementary|Public|English|305
B66060|Durham DSB|438276|da Vinci Public School E PS|Elementary|Public|English|868
B66168|Grand Erie DSB|004758|Agnes Hodge PS|Elementary|Public|English|419
B66168|Grand Erie DSB|019224|Anna Melick Memorial S|Elementary|Public|English|92
B66168|Grand Erie DSB|031739|Banbury Heights S|Elementary|Public|English|388
B66168|Grand Erie DSB|041807|Bellview PS|Elementary|Public|English|236
B66168|Grand Erie DSB|521116|Bloomsburg PS|Elementary|Public|English|195
B66168|Grand Erie DSB|403466|Boston PS|Elementary|Public|English|192
B66168|Grand Erie DSB|034339|Branlyn Community S|Elementary|Public|English|316
B66168|Grand Erie DSB|896187|Brantford CI & VS|Secondary|Public|English|1,281
B66168|Grand Erie DSB|062006|Brier Park PS|Elementary|Public|English|323
B66168|Grand Erie DSB|070254|Burford District E S|Elementary|Public|English|491
B66168|Grand Erie DSB|075604|Caledonia Centennial PS|Elementary|Public|English|292
B66168|Grand Erie DSB|899046|Cayuga SS|Secondary|Public|English|519
B66168|Grand Erie DSB|089966|Cedarland PS|Elementary|Public|English|274
B66168|Grand Erie DSB|090077|Centennial-Grand Woodlands S|Elementary|Public|English|232
B66168|Grand Erie DSB|090816|Central PS|Elementary|Public|English|194
B66168|Grand Erie DSB|468064|Cobblestone E S|Elementary|Public|English|492
B66168|Grand Erie DSB|126306|Courtland PS|Elementary|Public|English|228
B66168|Grand Erie DSB|903728|Delhi DSS|Secondary|Public|English|536
B66168|Grand Erie DSB|136441|Delhi PS|Elementary|Public|English|423
B66168|Grand Erie DSB|151130|Dufferin PS|Elementary|Public|English|432
B66168|Grand Erie DSB|906069|Dunnville SS|Secondary|Public|English|422
B66168|Grand Erie DSB|170372|Elgin Avenue PS|Elementary|Public|English|237
B66168|Grand Erie DSB|192341|Fairview Avenue PS|Elementary|Public|English|270
B66168|Grand Erie DSB|192880|Fairview S|Elementary|Public|English|622
B66168|Grand Erie DSB|220035|Glen Morris Central PS|Elementary|Public|English|171
B66168|Grand Erie DSB|226017|Graham Bell-Victoria PS|Elementary|Public|English|154
B66168|Grand Erie DSB|891304|Grand Erie Learning Alternatives|Secondary|Public|English|119
B66168|Grand Erie DSB|227196|Grandview Central PS|Elementary|Public|English|128
B66168|Grand Erie DSB|227056|Grandview PS|Elementary|Public|English|208
B66168|Grand Erie DSB|229393|Greenbrier PS|Elementary|Public|English|225
B66168|Grand Erie DSB|233706|Hagersville E S|Elementary|Public|English|268
B66168|Grand Erie DSB|915033|Hagersville SS|Secondary|Public|English|477
B66168|Grand Erie DSB|265608|Houghton PS|Elementary|Public|English|310
B66168|Grand Erie DSB|280097|J L Mitchener PS|Elementary|Public|English|284
B66168|Grand Erie DSB|281263|James Hillier PS|Elementary|Public|English|307
B66168|Grand Erie DSB|282308|Jarvis PS|Elementary|Public|English|286
B66168|Grand Erie DSB|295434|King George S|Elementary|Public|English|312
B66168|Grand Erie DSB|145602|Lakewood E S|Elementary|Public|English|407
B66168|Grand Erie DSB|097314|Langton PS|Elementary|Public|English|196
B66168|Grand Erie DSB|308170|Lansdowne-Costain PS|Elementary|Public|English|251
B66168|Grand Erie DSB|326259|Lynndale Heights PS|Elementary|Public|English|364
B66168|Grand Erie DSB|329100|Major Ballachey PS|Elementary|Public|English|313
B66168|Grand Erie DSB|898007|McKinnon Park SS|Secondary|Public|English|818
B66168|Grand Erie DSB|378372|Mount Pleasant S|Elementary|Public|English|201
B66168|Grand Erie DSB|930245|North Park C & VS|Secondary|Public|English|1,140
B66168|Grand Erie DSB|410225|North Ward S|Elementary|Public|English|393
B66168|Grand Erie DSB|502324|Oakland-Scotland PS|Elementary|Public|English|177
B66168|Grand Erie DSB|417505|Oneida Central PS|Elementary|Public|English|252
B66168|Grand Erie DSB|097446|Onondaga-Brant PS|Elementary|Public|English|212
B66168|Grand Erie DSB|097578|Paris Central PS|Elementary|Public|English|160
B66168|Grand Erie DSB|933490|Paris DHS|Secondary|Public|English|828
B66168|Grand Erie DSB|934402|Pauline Johnson C & VS|Secondary|Public|English|818
B66168|Grand Erie DSB|451304|Port Rowan PS|Elementary|Public|English|244
B66168|Grand Erie DSB|452866|Prince Charles PS|Elementary|Public|English|189
B66168|Grand Erie DSB|456764|Princess Elizabeth PS|Elementary|Public|English|184
B66168|Grand Erie DSB|469505|Rainham Central S|Elementary|Public|English|240
B66168|Grand Erie DSB|485306|River Heights S|Elementary|Public|English|552
B66168|Grand Erie DSB|494208|Russell Reid PS|Elementary|Public|English|313
B66168|Grand Erie DSB|412984|Ryerson Heights E S|Elementary|Public|English|577
B66168|Grand Erie DSB|505510|Seneca Central PS|Elementary|Public|English|136
B66168|Grand Erie DSB|941557|Simcoe Comp S|Secondary|Public|English|745
B66168|Grand Erie DSB|521760|St George-German PS|Elementary|Public|English|386
B66168|Grand Erie DSB|403725|Teeterville PS|Elementary|Public|English|189
B66168|Grand Erie DSB|153931|Thompson Creek E S|Elementary|Public|English|357
B66168|Grand Erie DSB|916412|Tollgate Technological Skills Centre SS|Secondary|Public|English|297
B66168|Grand Erie DSB|949035|Valley Heights SS|Secondary|Public|English|513
B66168|Grand Erie DSB|584037|Walpole North E S|Elementary|Public|English|247
B66168|Grand Erie DSB|586110|Walsh PS|Elementary|Public|English|470
B66168|Grand Erie DSB|176049|Walter Gretzky E S|Elementary|Public|English|618
B66168|Grand Erie DSB|950785|Waterford DHS|Secondary|Public|English|415
B66168|Grand Erie DSB|001899|Waterford PS|Elementary|Public|English|337
B66168|Grand Erie DSB|596647|West Lynn PS|Elementary|Public|English|298
B66168|Grand Erie DSB|619396|Woodman-Cainsville S|Elementary|Public|English|451
B66028|Greater Essex County DSB|001104|A V Graham PS|Elementary|Public|English|487
B66028|Greater Essex County DSB|018660|Amherstburg PS|Elementary|Public|English|423
B66028|Greater Essex County DSB|019054|Anderdon PS|Elementary|Public|English|548
B66028|Greater Essex County DSB|929727|Belle River DHS|Secondary|Public|English|793
B66028|Greater Essex County DSB|041297|Belle River PS|Elementary|Public|English|658
B66028|Greater Essex County DSB|041947|Bellewood PS|Elementary|Public|English|921
B66028|Greater Essex County DSB|098094|Centennial Central PS|Elementary|Public|English|205
B66028|Greater Essex County DSB|095885|Central PS|Elementary|Public|English|239
B66028|Greater Essex County DSB|091073|Colchester North PS|Elementary|Public|English|224
B66028|Greater Essex County DSB|123838|Coronation PS|Elementary|Public|English|234
B66028|Greater Essex County DSB|131245|D M Eagle PS|Elementary|Public|English|316
B66028|Greater Essex County DSB|134880|David Maxwell PS|Elementary|Public|English|241
B66028|Greater Essex County DSB|142948|Dougall Avenue PS|Elementary|Public|English|344
B66028|Greater Essex County DSB|590984|Dr. David Suzuki PS|Elementary|Public|English|471
B66028|Greater Essex County DSB|362379|East Mersea PS|Elementary|Public|English|208
B66028|Greater Essex County DSB|164690|Eastwood PS|Elementary|Public|English|276
B66028|Greater Essex County DSB|909440|Essex DHS|Secondary|Public|English|724
B66028|Greater Essex County DSB|334012|Essex PS|Elementary|Public|English|612
B66028|Greater Essex County DSB|201391|Forest Glade PS|Elementary|Public|English|524
B66028|Greater Essex County DSB|203009|Frank W Begley PS|Elementary|Public|English|543
B66028|Greater Essex County DSB|911780|General Amherst HS|Secondary|Public|English|639
B66028|Greater Essex County DSB|211192|General Brock PS|Elementary|Public|English|313
B66028|Greater Essex County DSB|034361|Giles Campus French Immersion PS|Elementary|Public|English|700
B66028|Greater Essex County DSB|220817|Glenwood PS|Elementary|Public|English|293
B66028|Greater Essex County DSB|222119|Gordon McGregor PS|Elementary|Public|English|329
B66028|Greater Essex County DSB|222240|Gore Hill PS|Elementary|Public|English|221
B66028|Greater Essex County DSB|091464|Gosfield North PS|Elementary|Public|English|461
B66028|Greater Essex County DSB|245658|Harrow PS|Elementary|Public|English|406
B66028|Greater Essex County DSB|917249|Hon W C Kennedy CI|Secondary|Public|English|870
B66028|Greater Essex County DSB|268267|Hugh Beaton PS|Elementary|Public|English|334
B66028|Greater Essex County DSB|279315|J A McWilliam PS|Elementary|Public|English|292
B66028|Greater Essex County DSB|091596|Jack Miner PS|Elementary|Public|English|492
B66028|Greater Essex County DSB|283347|John Campbell PS|Elementary|Public|English|325
B66028|Greater Essex County DSB|294659|King Edward PS|Elementary|Public|English|329
B66028|Greater Essex County DSB|920100|Kingsville DHS|Secondary|Public|English|726
B66028|Greater Essex County DSB|300500|Kingsville PS|Elementary|Public|English|535
B66028|Greater Essex County DSB|308897|LaSalle PS|Elementary|Public|English|551
B66028|Greater Essex County DSB|551941|Lakeshore Discovery S|Elementary|Public|English|897
B66028|Greater Essex County DSB|922188|Leamington DSS|Secondary|Public|English|893
B66028|Greater Essex County DSB|327026|M S Hetherington PS|Elementary|Public|English|356
B66028|Greater Essex County DSB|331180|Malden Central PS|Elementary|Public|English|271
B66028|Greater Essex County DSB|338206|Margaret D Bennie PS|Elementary|Public|English|255
B66028|Greater Essex County DSB|343536|Marlborough PS|Elementary|Public|English|355
B66028|Greater Essex County DSB|364720|Mill Street PS|Elementary|Public|English|221
B66028|Greater Essex County DSB|376035|Mount Carmel Blytheswood PS|Elementary|Public|English|218
B66028|Greater Essex County DSB|411787|Northwood PS|Elementary|Public|English|968
B66028|Greater Essex County DSB|435872|Parkview PS|Elementary|Public|English|233
B66028|Greater Essex County DSB|439088|Pelee Island PS|Elementary|Public|English|13
B66028|Greater Essex County DSB|440256|Percy P McCallum PS|Elementary|Public|English|457
B66028|Greater Essex County DSB|452734|Prince Andrew PS|Elementary|Public|English|315
B66028|Greater Essex County DSB|454168|Prince Edward PS|Elementary|Public|English|476
B66028|Greater Essex County DSB|457280|Princess Elizabeth PS|Elementary|Public|English|213
B66028|Greater Essex County DSB|462098|Queen Elizabeth PS|Elementary|Public|English|499
B66028|Greater Essex County DSB|574155|Queen Victoria PS|Elementary|Public|English|414
B66028|Greater Essex County DSB|939218|Riverside SS|Secondary|Public|English|863
B66028|Greater Essex County DSB|491217|Roseland PS|Elementary|Public|English|435
B66028|Greater Essex County DSB|491764|Roseville PS|Elementary|Public|English|288
