Board Number|Board Name|School Number|School Name|School Level|School Type|School Language|Enrolment
B67180|Ottawa CDSB|689971|Good Shepherd E S|Elementary|Catholic|English|246
B67180|Ottawa CDSB|760013|Guardian Angels E S|Elementary|Catholic|English|651
B67180|Ottawa CDSB|849407|Half Moon Bay CES (Barrhaven South) CS|Elementary|Catholic|English|269
B67180|Ottawa CDSB|864609|Holy Cross E S|Elementary|Catholic|English|175
B67180|Ottawa CDSB|741485|Holy Family E S|Elementary|Catholic|English|243
B67180|Ottawa CDSB|711497|Holy Redeemer E S|Elementary|Catholic|English|422
B67180|Ottawa CDSB|718408|Holy Spirit E S|Elementary|Catholic|English|298
B67180|Ottawa CDSB|724742|Holy Trinity Catholic HS|Secondary|Catholic|English|918
B67180|Ottawa CDSB|724734|Holy Trinity Catholic Intermed S|Elementary|Catholic|English|483
B67180|Ottawa CDSB|721085|Immaculata HS|Secondary|Catholic|English|567
B67180|Ottawa CDSB|722561|Immaculata Intermed S|Elementary|Catholic|English|378
B67180|Ottawa CDSB|750271|John Paul II E S|Elementary|Catholic|English|193
B67180|Ottawa CDSB|689181|Lester B Pearson Catholic HS|Secondary|Catholic|English|549
B67180|Ottawa CDSB|725617|Lester B. Pearson Catholic Intermed S|Elementary|Catholic|English|246
B67180|Ottawa CDSB|759538|Monsignor Paul Baxter E S|Elementary|Catholic|English|459
B67180|Ottawa CDSB|733270|Mother Teresa Catholic Intermed S|Elementary|Catholic|English|475
B67180|Ottawa CDSB|733288|Mother Teresa HS|Secondary|Catholic|English|1,077
B67180|Ottawa CDSB|809020|Notre Dame HS|Secondary|Catholic|English|489
B67180|Ottawa CDSB|812757|Notre Dame Intermed S|Elementary|Catholic|English|236
B67180|Ottawa CDSB|753823|Our Lady of Fatima E S|Elementary|Catholic|English|298
B67180|Ottawa CDSB|707821|Our Lady of Mount Carmel E S|Elementary|Catholic|English|231
B67180|Ottawa CDSB|734349|Our Lady of Peace E S|Elementary|Catholic|English|294
B67180|Ottawa CDSB|749168|Our Lady of Victory E S|Elementary|Catholic|English|189
B67180|Ottawa CDSB|752193|Our Lady of Wisdom E S|Elementary|Catholic|English|253
B67180|Ottawa CDSB|711721|Prince of Peace E S|Elementary|Catholic|English|255
B67180|Ottawa CDSB|759970|Sacred Heart HS|Secondary|Catholic|English|1,120
B67180|Ottawa CDSB|760005|Sacred Heart Intermed S|Elementary|Catholic|English|616
B67180|Ottawa CDSB|701599|St Andrew E S|Elementary|Catholic|English|510
B67180|Ottawa CDSB|691232|St Anne E S|Elementary|Catholic|English|679
B67180|Ottawa CDSB|773085|St Anthony E S|Elementary|Catholic|English|149
B67180|Ottawa CDSB|775290|St Augustine E S|Elementary|Catholic|English|177
B67180|Ottawa CDSB|779326|St Bernard E S|Elementary|Catholic|English|488
B67180|Ottawa CDSB|780774|St Brigid E S|Elementary|Catholic|English|254
B67180|Ottawa CDSB|740586|St Catherine E S|Elementary|Catholic|English|150
B67180|Ottawa CDSB|784451|St Clare E S|Elementary|Catholic|English|343
B67180|Ottawa CDSB|785822|St Daniel E S|Elementary|Catholic|English|181
B67180|Ottawa CDSB|688738|St Elizabeth Ann Seton E S|Elementary|Catholic|English|450
B67180|Ottawa CDSB|789070|St Elizabeth E S|Elementary|Catholic|English|319
B67180|Ottawa CDSB|754832|St Emily (Elem) Sep S|Elementary|Catholic|English|583
B67180|Ottawa CDSB|702749|St Francis of Assisi E S|Elementary|Catholic|English|363
B67180|Ottawa CDSB|794406|St George E S|Elementary|Catholic|English|392
B67180|Ottawa CDSB|796093|St Gregory E S|Elementary|Catholic|English|265
B67180|Ottawa CDSB|729795|St Isidore E S|Elementary|Catholic|English|389
B67180|Ottawa CDSB|691186|St James E S|Elementary|Catholic|English|350
B67180|Ottawa CDSB|753246|St Jerome E S|Elementary|Catholic|English|578
B67180|Ottawa CDSB|804126|St John the Apostle E S|Elementary|Catholic|English|288
B67180|Ottawa CDSB|764914|St Joseph HS|Secondary|Catholic|English|824
B67180|Ottawa CDSB|764922|St Joseph Intermed S|Elementary|Catholic|English|520
B67180|Ottawa CDSB|708470|St Leonard E S|Elementary|Catholic|English|521
B67180|Ottawa CDSB|726036|St Luke (Nepean) E S|Elementary|Catholic|English|428
B67180|Ottawa CDSB|820792|St Luke (Ottawa) E S|Elementary|Catholic|English|170
B67180|Ottawa CDSB|821195|St Marguerite d'Youville E S|Elementary|Catholic|English|349
B67180|Ottawa CDSB|864331|St Mark HS|Secondary|Catholic|English|646
B67180|Ottawa CDSB|827843|St Mark Intermed S|Elementary|Catholic|English|359
B67180|Ottawa CDSB|708267|St Martin de Porres E S|Elementary|Catholic|English|409
B67180|Ottawa CDSB|708739|St Mary (Gloucester) E S|Elementary|Catholic|English|358
B67180|Ottawa CDSB|704873|St Matthew HS|Secondary|Catholic|English|662
B67180|Ottawa CDSB|828386|St Matthew Intermed S|Elementary|Catholic|English|290
B67180|Ottawa CDSB|720569|St Michael (Corkery) E S|Elementary|Catholic|English|318
B67180|Ottawa CDSB|707694|St Michael (Fitzroy) E S|Elementary|Catholic|English|143
B67180|Ottawa CDSB|833010|St Michael E S|Elementary|Catholic|English|175
B67180|Ottawa CDSB|835617|St Monica E S|Elementary|Catholic|English|212
B67180|Ottawa CDSB|836265|St Nicholas Adult HS|Secondary|Catholic|English|875
B67180|Ottawa CDSB|688878|St Patrick E S|Elementary|Catholic|English|272
B67180|Ottawa CDSB|816132|St Patrick's HS|Secondary|Catholic|English|883
B67180|Ottawa CDSB|841900|St Patrick's Intermed S|Elementary|Catholic|English|355
B67180|Ottawa CDSB|689203|St Paul HS|Secondary|Catholic|English|534
B67180|Ottawa CDSB|842915|St Paul Intermed S|Elementary|Catholic|English|236
B67180|Ottawa CDSB|843296|St Peter HS|Secondary|Catholic|English|1,147
B67180|Ottawa CDSB|845124|St Peter Intermed S|Elementary|Catholic|English|528
B67180|Ottawa CDSB|845620|St Philip E S|Elementary|Catholic|English|403
B67180|Ottawa CDSB|847313|St Pius X HS|Secondary|Catholic|English|951
B67180|Ottawa CDSB|849260|St Rita E S|Elementary|Catholic|English|390
B67180|Ottawa CDSB|702250|St Theresa E S|Elementary|Catholic|English|368
B67180|Ottawa CDSB|856118|St Thomas More E S|Elementary|Catholic|English|564
B67180|Ottawa CDSB|689173|St. Brother Andre E S|Elementary|Catholic|English|221
B67180|Ottawa CDSB|700227|St. Cecilia School CS|Elementary|Catholic|English|664
B67180|Ottawa CDSB|702385|St. Dominic C Elem S|Elementary|Catholic|English|364
B67180|Ottawa CDSB|848612|St. Francis Xavier (7-8) CS|Elementary|Catholic|English|589
B67180|Ottawa CDSB|843510|St. Francis Xavier (9-12) CS|Secondary|Catholic|English|1,197
B67180|Ottawa CDSB|838912|St. Gabriel E S|Elementary|Catholic|English|696
B67180|Ottawa CDSB|731374|St. Gemma E S|Elementary|Catholic|English|264
B67180|Ottawa CDSB|751375|St. John XXIII E S|Elementary|Catholic|English|256
B67180|Ottawa CDSB|741680|St. Kateri Tekakwitha E S|Elementary|Catholic|English|278
B67180|Ottawa CDSB|689130|St. Rose of Lima E S|Elementary|Catholic|English|192
B67180|Ottawa CDSB|744065|St. Stephen C Elem S|Elementary|Catholic|English|523
B67180|Ottawa CDSB|864510|Thomas D'Arcy McGee Catholic E S|Elementary|Catholic|English|152
B67180|Ottawa CDSB|874256|Uplands Catholic E S|Elementary|Catholic|English|114
B66184|Ottawa-Carleton DSB|000566|A. Lorne Cassidy E S|Elementary|Public|English|558
B66184|Ottawa-Carleton DSB|890243|A.Y. Jackson SS|Secondary|Public|English|713
B66184|Ottawa-Carleton DSB|320510|Adrienne Clarkson E S|Elementary|Public|English|625
B66184|Ottawa-Carleton DSB|947210|Adult HS|Secondary|Public|English|1,241
B66184|Ottawa-Carleton DSB|004626|Agincourt Road PS|Elementary|Public|English|565
B66184|Ottawa-Carleton DSB|013986|Alta Vista PS|Elementary|Public|English|620
B66184|Ottawa-Carleton DSB|020354|Arch Street PS|Elementary|Public|English|164
B66184|Ottawa-Carleton DSB|330043|Avalon II E S|Elementary|Public|English|375
B66184|Ottawa-Carleton DSB|119207|Avalon PS|Elementary|Public|English|462
B66184|Ottawa-Carleton DSB|032271|Barrhaven PS|Elementary|Public|English|383
B66184|Ottawa-Carleton DSB|036340|Bayshore PS|Elementary|Public|English|292
B66184|Ottawa-Carleton DSB|036862|Bayview PS|Elementary|Public|English|327
B66184|Ottawa-Carleton DSB|894362|Bell HS|Secondary|Public|English|935
B66184|Ottawa-Carleton DSB|041670|Bells Corners PS|Elementary|Public|English|277
B66184|Ottawa-Carleton DSB|040665|Berrigan E S|Elementary|Public|English|888
B66184|Ottawa-Carleton DSB|055069|Blossom Park PS|Elementary|Public|English|363
B66184|Ottawa-Carleton DSB|061077|Briargreen PS|Elementary|Public|English|250
B66184|Ottawa-Carleton DSB|034452|Bridlewood Community E S|Elementary|Public|English|340
B66184|Ottawa-Carleton DSB|063908|Broadview PS|Elementary|Public|English|947
B66184|Ottawa-Carleton DSB|896705|Brookfield HS|Secondary|Public|English|555
B66184|Ottawa-Carleton DSB|906514|Cairine Wilson SS|Secondary|Public|English|782
B66184|Ottawa-Carleton DSB|076511|Cambridge Street Community PS|Elementary|Public|English|116
B66184|Ottawa-Carleton DSB|898317|Canterbury HS|Secondary|Public|English|1,260
B66184|Ottawa-Carleton DSB|084832|Carleton Heights PS|Elementary|Public|English|243
B66184|Ottawa-Carleton DSB|086240|Carson Grove E S|Elementary|Public|English|290
B66184|Ottawa-Carleton DSB|086487|Castlefrank E S|Elementary|Public|English|308
B66184|Ottawa-Carleton DSB|086452|Castor Valley E S|Elementary|Public|English|660
B66184|Ottawa-Carleton DSB|383252|Cedarview Md S|Elementary|Public|English|632
B66184|Ottawa-Carleton DSB|090182|Centennial PS|Elementary|Public|English|244
B66184|Ottawa-Carleton DSB|099449|Century PS|Elementary|Public|English|230
B66184|Ottawa-Carleton DSB|282953|Chapman Mills E S|Elementary|Public|English|709
B66184|Ottawa-Carleton DSB|101869|Charles H. Hulse PS|Elementary|Public|English|321
B66184|Ottawa-Carleton DSB|107778|Churchill Alternative S|Elementary|Public|English|312
B66184|Ottawa-Carleton DSB|671053|Clifford Bowey PS|Elementary|Public|English|104
B66184|Ottawa-Carleton DSB|902586|Colonel By SS|Secondary|Public|English|1,123
B66184|Ottawa-Carleton DSB|121886|Connaught PS|Elementary|Public|English|368
B66184|Ottawa-Carleton DSB|121940|Convent Glen E S|Elementary|Public|English|112
B66184|Ottawa-Carleton DSB|671207|Crystal Bay Centre for Special|Elementary|Public|English|93
B66184|Ottawa-Carleton DSB|131156|D. Aubrey Moodie Intermed S|Elementary|Public|English|339
B66184|Ottawa-Carleton DSB|131504|D. Roy Kennedy PS|Elementary|Public|English|303
B66184|Ottawa-Carleton DSB|139432|Devonshire Community PS|Elementary|Public|English|332
B66184|Ottawa-Carleton DSB|153508|Dunlop PS|Elementary|Public|English|157
B66184|Ottawa-Carleton DSB|151416|Dunning-Foubert E S|Elementary|Public|English|381
B66184|Ottawa-Carleton DSB|634184|Earl of March Intermed S|Elementary|Public|English|501
B66184|Ottawa-Carleton DSB|906484|Earl of March SS|Secondary|Public|English|1,180
B66184|Ottawa-Carleton DSB|170763|Elgin Street PS|Elementary|Public|English|259
B66184|Ottawa-Carleton DSB|171247|Elizabeth Park PS|Elementary|Public|English|371
B66184|Ottawa-Carleton DSB|907898|Elizabeth Wyn Wood Secondary Alternate|Secondary|Public|English|319
B66184|Ottawa-Carleton DSB|177008|Elmdale PS|Elementary|Public|English|506
B66184|Ottawa-Carleton DSB|050261|Emily Carr Md S|Elementary|Public|English|275
B66184|Ottawa-Carleton DSB|129674|Fallingbrook Community E S|Elementary|Public|English|394
B66184|Ottawa-Carleton DSB|083456|Farley Mowat PS|Elementary|Public|English|569
B66184|Ottawa-Carleton DSB|193640|Featherston Drive PS|Elementary|Public|English|317
B66184|Ottawa-Carleton DSB|196266|Fielding Drive PS|Elementary|Public|English|373
B66184|Ottawa-Carleton DSB|196762|First Avenue PS|Elementary|Public|English|267
B66184|Ottawa-Carleton DSB|197211|Fisher Park/Summit AS PS|Elementary|Public|English|569
B66184|Ottawa-Carleton DSB|088560|Forest Valley E S|Elementary|Public|English|338
B66184|Ottawa-Carleton DSB|911143|Frederick Banting Secondary Alternate Pr|Secondary|Public|English|202
B66184|Ottawa-Carleton DSB|211583|General Vanier PS|Elementary|Public|English|155
B66184|Ottawa-Carleton DSB|216658|Glashan PS|Elementary|Public|English|432
B66184|Ottawa-Carleton DSB|912697|Glebe CI|Secondary|Public|English|1,495
B66184|Ottawa-Carleton DSB|224197|Glen Cairn PS|Elementary|Public|English|310
B66184|Ottawa-Carleton DSB|392197|Glen Ogilvie PS|Elementary|Public|English|453
B66184|Ottawa-Carleton DSB|913472|Gloucester HS|Secondary|Public|English|642
B66184|Ottawa-Carleton DSB|223930|Goulbourn Middle S|Elementary|Public|English|370
B66184|Ottawa-Carleton DSB|227579|Grant Alternative S|Elementary|Public|English|95
B66184|Ottawa-Carleton DSB|424919|Greely E S|Elementary|Public|English|159
B66184|Ottawa-Carleton DSB|229555|Greenbank Md S|Elementary|Public|English|385
B66184|Ottawa-Carleton DSB|062050|Half Moon Bay E S|Elementary|Public|English|553
B66184|Ottawa-Carleton DSB|250848|Hawthorne PS|Elementary|Public|English|231
B66184|Ottawa-Carleton DSB|419222|Henry Larsen E S|Elementary|Public|English|328
B66184|Ottawa-Carleton DSB|252875|Henry Munro Md S|Elementary|Public|English|466
B66184|Ottawa-Carleton DSB|356980|Heritage PS|Elementary|Public|English|306
B66184|Ottawa-Carleton DSB|916854|Hillcrest HS|Secondary|Public|English|473
B66184|Ottawa-Carleton DSB|259810|Hilson Avenue PS|Elementary|Public|English|365
B66184|Ottawa-Carleton DSB|264628|Hopewell Avenue PS|Elementary|Public|English|853
B66184|Ottawa-Carleton DSB|273333|Huntley Centennial PS|Elementary|Public|English|558
B66184|Ottawa-Carleton DSB|279960|J.H.  Putman PS|Elementary|Public|English|314
B66184|Ottawa-Carleton DSB|287202|Jack Donohue PS|Elementary|Public|English|809
B66184|Ottawa-Carleton DSB|286168|Jockvale E S|Elementary|Public|English|365
B66184|Ottawa-Carleton DSB|918954|John McCrae SS|Secondary|Public|English|1,054
B66184|Ottawa-Carleton DSB|285455|John Young E S|Elementary|Public|English|655
B66184|Ottawa-Carleton DSB|579722|Kanata North E S|Elementary|Public|English|277
B66184|Ottawa-Carleton DSB|287563|Kars on the Rideau PS|Elementary|Public|English|693
B66184|Ottawa-Carleton DSB|287156|Katimavik E S|Elementary|Public|English|326
B66184|Ottawa-Carleton DSB|302759|Knoxdale PS|Elementary|Public|English|630
B66184|Ottawa-Carleton DSB|452440|Lady Evelyn Alternative S|Elementary|Public|English|184
B66184|Ottawa-Carleton DSB|305057|Lakeview PS|Elementary|Public|English|332
B66184|Ottawa-Carleton DSB|037699|Le Phare E S|Elementary|Public|English|349
B66184|Ottawa-Carleton DSB|311758|Leslie Park PS|Elementary|Public|English|121
B66184|Ottawa-Carleton DSB|922960|Lisgar CI|Secondary|Public|English|1,063
B66184|Ottawa-Carleton DSB|027235|Longfields Davidson Heights Intermed S|Elementary|Public|English|707
B66184|Ottawa-Carleton DSB|900494|Longfields Davidson Heights SS|Secondary|Public|English|1,477
B66184|Ottawa-Carleton DSB|332356|Manor Park PS|Elementary|Public|English|575
B66184|Ottawa-Carleton DSB|332488|Manordale PS|Elementary|Public|English|352
B66184|Ottawa-Carleton DSB|332615|Manotick PS|Elementary|Public|English|256
B66184|Ottawa-Carleton DSB|129690|Maple Ridge E S|Elementary|Public|English|552
B66184|Ottawa-Carleton DSB|345903|Mary Honeywell E S|Elementary|Public|English|666
B66184|Ottawa-Carleton DSB|356409|Meadowlands PS|Elementary|Public|English|446
B66184|Ottawa-Carleton DSB|925691|Merivale HS|Secondary|Public|English|580
B66184|Ottawa-Carleton DSB|423874|Metcalfe PS|Elementary|Public|English|290
B66184|Ottawa-Carleton DSB|382272|Mutchmor PS|Elementary|Public|English|528
B66184|Ottawa-Carleton DSB|928291|Nepean HS|Secondary|Public|English|1,098
B66184|Ottawa-Carleton DSB|929425|Norman Johnston Secondary Alternate Prog|Secondary|Public|English|231
B66184|Ottawa-Carleton DSB|407232|North Gower/Marlborough PS|Elementary|Public|English|162
B66184|Ottawa-Carleton DSB|419389|Orleans Wood E S|Elementary|Public|English|208
B66184|Ottawa-Carleton DSB|424650|Osgoode PS|Elementary|Public|English|276
B66184|Ottawa-Carleton DSB|932710|Osgoode Township HS|Secondary|Public|English|530
B66184|Ottawa-Carleton DSB|925403|Ottawa Technical SS|Secondary|Public|English|409
B66184|Ottawa-Carleton DSB|444936|Pinecrest PS|Elementary|Public|English|292
B66184|Ottawa-Carleton DSB|448834|Pleasant Park PS|Elementary|Public|English|450
B66184|Ottawa-Carleton DSB|463523|Queen Elizabeth PS|Elementary|Public|English|302
B66184|Ottawa-Carleton DSB|465089|Queen Mary Street PS|Elementary|Public|English|153
B66184|Ottawa-Carleton DSB|480428|Regina Street PS|Elementary|Public|English|156
B66184|Ottawa-Carleton DSB|939420|Richard Pfaff Secondary Alternate Site|Secondary|Public|English|263
B66184|Ottawa-Carleton DSB|483150|Richmond PS|Elementary|Public|English|242
B66184|Ottawa-Carleton DSB|938432|Rideau HS|Secondary|Public|English|410
B66184|Ottawa-Carleton DSB|938564|Ridgemont HS|Secondary|Public|English|760
B66184|Ottawa-Carleton DSB|487180|Riverview Alternative S|Elementary|Public|English|150
B66184|Ottawa-Carleton DSB|121690|Robert Bateman PS|Elementary|Public|English|352
B66184|Ottawa-Carleton DSB|487317|Robert E.  Wilson PS|Elementary|Public|English|207
B66184|Ottawa-Carleton DSB|487384|Robert Hopkins PS|Elementary|Public|English|345
B66184|Ottawa-Carleton DSB|319937|Roberta Bondar PS|Elementary|Public|English|677
B66184|Ottawa-Carleton DSB|060925|Roch Carrier E S|Elementary|Public|English|415
B66184|Ottawa-Carleton DSB|488356|Rockcliffe Park PS|Elementary|Public|English|403
B66184|Ottawa-Carleton DSB|489360|Roland Michener PS|Elementary|Public|English|118
B66184|Ottawa-Carleton DSB|474444|Sawmill Creek E S|Elementary|Public|English|557
B66184|Ottawa-Carleton DSB|506168|Severn Avenue PS|Elementary|Public|English|177
B66184|Ottawa-Carleton DSB|942952|Sir Guy Carleton SS|Secondary|Public|English|417
B66184|Ottawa-Carleton DSB|942014|Sir Robert Borden HS|Secondary|Public|English|820
B66184|Ottawa-Carleton DSB|942332|Sir Wilfrid Laurier SS|Secondary|Public|English|968
B66184|Ottawa-Carleton DSB|516694|Sir Winston Churchill PS|Elementary|Public|English|624
B66184|Ottawa-Carleton DSB|942855|South Carleton HS|Secondary|Public|English|1,034
B66184|Ottawa-Carleton DSB|204901|South March PS|Elementary|Public|English|558
B66184|Ottawa-Carleton DSB|310646|Stephen Leacock PS|Elementary|Public|English|532
B66184|Ottawa-Carleton DSB|565750|Steve MacLean PS|Elementary|Public|English|1,016
B66184|Ottawa-Carleton DSB|537624|Stittsville PS|Elementary|Public|English|671
B66184|Ottawa-Carleton DSB|595012|Stonecrest E S|Elementary|Public|English|708
B66184|Ottawa-Carleton DSB|554910|Terry Fox E S|Elementary|Public|English|212
B66184|Ottawa-Carleton DSB|383260|Trillium E S|Elementary|Public|English|457
B66184|Ottawa-Carleton DSB|949159|Urban Aboriginal Alternate High School|Secondary|Public|English|24
B66184|Ottawa-Carleton DSB|577405|Vincent Massey PS|Elementary|Public|English|709
B66184|Ottawa-Carleton DSB|578576|Viscount Alexander PS|Elementary|Public|English|184
B66184|Ottawa-Carleton DSB|579297|W. Erskine Johnston PS|Elementary|Public|English|618
B66184|Ottawa-Carleton DSB|579351|W.E. Gowling PS|Elementary|Public|English|386
B66184|Ottawa-Carleton DSB|061972|W.O. Mitchell E S|Elementary|Public|English|535
B66184|Ottawa-Carleton DSB|951366|West Carleton SS|Secondary|Public|English|1,216
B66184|Ottawa-Carleton DSB|624500|Westwind Public School|Elementary|Public|English|577
B66184|Ottawa-Carleton DSB|619523|Woodroffe Avenue PS|Elementary|Public|English|644
B66184|Ottawa-Carleton DSB|954420|Woodroffe HS|Secondary|Public|English|788
B66184|Ottawa-Carleton DSB|624330|York Street PS|Elementary|Public|English|204
B66125|Peel DSB|004880|Agnes Taylor PS|Elementary|Public|English|696
B66125|Peel DSB|012815|Allan A Martin Sr PS|Elementary|Public|English|463
B66125|Peel DSB|011533|Allan Drive Md S|Elementary|Public|English|577
B66125|Peel DSB|013463|Alloa PS|Elementary|Public|English|444
B66125|Peel DSB|057274|Aloma Crescent PS|Elementary|Public|English|377
B66125|Peel DSB|074438|Alton PS|Elementary|Public|English|102
B66125|Peel DSB|892203|Applewood Heights SS|Secondary|Public|English|1,056
B66125|Peel DSB|901887|Applewood S|Secondary|Public|English|133
B66125|Peel DSB|021369|Arnott Charlton PS|Elementary|Public|English|502
B66125|Peel DSB|102016|Artesian Drive PS|Elementary|Public|English|644
B66125|Peel DSB|503560|Aylesbury P.S. E S|Elementary|Public|English|858
B66125|Peel DSB|030880|Balmoral Drive Sr PS|Elementary|Public|English|568
B66125|Peel DSB|032280|Barondale PS|Elementary|Public|English|578
B66125|Peel DSB|037907|Beatty-Fleming Sr PS|Elementary|Public|English|379
B66125|Peel DSB|040762|Belfountain PS|Elementary|Public|English|114
B66125|Peel DSB|089058|Beryl Ford|Elementary|Public|English|832
B66125|Peel DSB|049450|Birchbank PS|Elementary|Public|English|341
B66125|Peel DSB|895920|Bramalea SS|Secondary|Public|English|1,037
B66125|Peel DSB|896055|Brampton Centennial SS|Secondary|Public|English|1,241
B66125|Peel DSB|057347|Brandon Gate PS|Elementary|Public|English|414
B66125|Peel DSB|250350|Brian W. Fleming PS|Elementary|Public|English|561
B66125|Peel DSB|061107|Briarwood PS|Elementary|Public|English|511
B66125|Peel DSB|198811|Brisdale PS|Elementary|Public|English|916
B66125|Peel DSB|063525|Bristol Road Md S|Elementary|Public|English|539
B66125|Peel DSB|063550|Britannia PS|Elementary|Public|English|636
B66125|Peel DSB|066532|Brookmede PS|Elementary|Public|English|387
B66125|Peel DSB|071188|Burnhamthorpe PS|Elementary|Public|English|680
B66125|Peel DSB|071781|Burnt Elm PS|Elementary|Public|English|793
B66125|Peel DSB|514070|Calderstone Middle Md S|Elementary|Public|English|683
B66125|Peel DSB|074047|Caledon Central PS|Elementary|Public|English|403
B66125|Peel DSB|074179|Caledon East PS|Elementary|Public|English|265
B66125|Peel DSB|080454|Camilla Road Sr PS|Elementary|Public|English|673
B66125|Peel DSB|027655|Carberry PS|Elementary|Public|English|653
B66125|Peel DSB|097098|Cashmere Avenue PS|Elementary|Public|English|431
B66125|Peel DSB|033387|Castle Oaks P.S. E S|Elementary|Public|English|663
B66125|Peel DSB|074373|Castlebridge PS|Elementary|Public|English|530
B66125|Peel DSB|918407|Castlebrooke SS SS|Secondary|Public|English|1,901
B66125|Peel DSB|088340|Castlemore PS|Elementary|Public|English|616
B66125|Peel DSB|899003|Cawthra Park SS|Secondary|Public|English|1,310
B66125|Peel DSB|501875|Centennial Sr PS|Elementary|Public|English|634
B66125|Peel DSB|899828|Central Peel SS|Secondary|Public|English|1,160
B66125|Peel DSB|088935|Champlain Trail PS|Elementary|Public|English|591
B66125|Peel DSB|089028|Cherrytree PS|Elementary|Public|English|585
B66125|Peel DSB|094757|Cheyne Md S|Elementary|Public|English|877
B66125|Peel DSB|901342|Chinguacousy SS|Secondary|Public|English|979
B66125|Peel DSB|080741|Chris Hadfield P.S. (Elem)|Elementary|Public|English|612
B66125|Peel DSB|107735|Churchill Meadows PS|Elementary|Public|English|840
B66125|Peel DSB|267840|Churchville P.S. E S|Elementary|Public|English|923
B66125|Peel DSB|059404|Claireville PS|Elementary|Public|English|713
B66125|Peel DSB|108626|Clark Boulevard PS|Elementary|Public|English|610
B66125|Peel DSB|111228|Clarkson PS|Elementary|Public|English|113
B66125|Peel DSB|901660|Clarkson SS|Secondary|Public|English|833
B66125|Peel DSB|111872|Clifton PS|Elementary|Public|English|360
B66125|Peel DSB|237787|Conestoga PS|Elementary|Public|English|504
B66125|Peel DSB|122815|Cooksville Creek PS|Elementary|Public|English|468
B66125|Peel DSB|096327|Copeland PS|Elementary|Public|English|531
B66125|Peel DSB|123145|Corliss PS|Elementary|Public|English|274
B66125|Peel DSB|124869|Corsair PS|Elementary|Public|English|732
B66125|Peel DSB|587234|Countryside Village PS|Elementary|Public|English|508
B66125|Peel DSB|035007|Countryside Village PS (Elem)|Elementary|Public|English|226
B66125|Peel DSB|935244|Credit Valley #2 SS SS|Secondary|Public|English|259
B66125|Peel DSB|127515|Credit Valley PS|Elementary|Public|English|640
B66125|Peel DSB|127477|Credit View PS|Elementary|Public|English|84
B66125|Peel DSB|133698|Darcel Avenue Sr PS|Elementary|Public|English|482
B66125|Peel DSB|134198|David Leeder Middle S|Elementary|Public|English|867
B66125|Peel DSB|909673|David Suzuki SS|Secondary|Public|English|1,706
B66125|Peel DSB|254568|Derry West Village PS|Elementary|Public|English|574
B66125|Peel DSB|140864|Dixie PS|Elementary|Public|English|340
B66125|Peel DSB|141070|Dolphin Sr PS|Elementary|Public|English|516
B66125|Peel DSB|142832|Dorset Drive PS|Elementary|Public|English|500
B66125|Peel DSB|603791|Dunrankin Drive PS|Elementary|Public|English|535
B66125|Peel DSB|195640|Eagle Plains PS|Elementary|Public|English|598
B66125|Peel DSB|158313|Earnscliffe Sr PS|Elementary|Public|English|860
B66125|Peel DSB|163449|Eastbourne Drive PS|Elementary|Public|English|424
B66125|Peel DSB|165620|Edenbrook Hill PS|Elementary|Public|English|662
B66125|Peel DSB|166936|Edenrose PS|Elementary|Public|English|764
B66125|Peel DSB|167070|Edenwood Md S|Elementary|Public|English|509
B66125|Peel DSB|426375|Eldorado P.S. (Elem)|Elementary|Public|English|905
B66125|Peel DSB|173479|Ellengale PS|Elementary|Public|English|393
B66125|Peel DSB|174920|Ellwood Memorial PS|Elementary|Public|English|407
B66125|Peel DSB|202987|Erin Centre Middle S|Elementary|Public|English|812
B66125|Peel DSB|185655|Erin Mills Md S|Elementary|Public|English|464
B66125|Peel DSB|909092|Erindale SS|Secondary|Public|English|744
B66125|Peel DSB|185850|Esker Lake PS|Elementary|Public|English|376
B66125|Peel DSB|588552|Fairlawn E PS|Elementary|Public|English|850
B66125|Peel DSB|192864|Fairview PS|Elementary|Public|English|494
B66125|Peel DSB|192910|Fairwind Sr PS|Elementary|Public|English|680
B66125|Peel DSB|193097|Fallingbrook Middle S|Elementary|Public|English|619
B66125|Peel DSB|193070|Fallingdale PS|Elementary|Public|English|230
B66125|Peel DSB|194093|Fernforest PS|Elementary|Public|English|870
B66125|Peel DSB|199125|Fletcher's Creek Sr PS|Elementary|Public|English|477
B66125|Peel DSB|910058|Fletcher's Meadow SS|Secondary|Public|English|1,677
B66125|Peel DSB|199362|Floradale PS|Elementary|Public|English|705
B66125|Peel DSB|201073|Folkstone PS|Elementary|Public|English|389
B66125|Peel DSB|201316|Forest Avenue PS|Elementary|Public|English|187
B66125|Peel DSB|201413|Forest Glen PS|Elementary|Public|English|555
B66125|Peel DSB|210455|Garthwood Park PS|Elementary|Public|English|366
B66125|Peel DSB|218731|Glendale PS|Elementary|Public|English|320
B66125|Peel DSB|913189|Glenforest SS|Secondary|Public|English|1,222
B66125|Peel DSB|217387|Glenhaven Sr PS|Elementary|Public|English|493
B66125|Peel DSB|221538|Goldcrest PS|Elementary|Public|English|316
B66125|Peel DSB|913863|Gordon Graydon Memorial SS|Secondary|Public|English|604
B66125|Peel DSB|494577|Gordon Graydon Sr PS|Elementary|Public|English|447
B66125|Peel DSB|228940|Great Lakes PS|Elementary|Public|English|801
